Geração,FitnessMédio
1,5.365135134233741
2,7.719075381572705
3,9.282122651951656
4,6.232480454909762
5,5.535605722679341
6,8.669589025576052
7,2.0341607885394337
8,5.2845598960820315
9,5.255547973451684
10,7.562462254964402
11,10.37045357868255
12,4.500433716657729
13,7.561731953473483
14,7.059396046884402
15,7.986287726216839
16,5.071129044325067
17,5.568802090482052
18,7.870435143893263
19,5.1439984981380675
20,6.5376288325001
21,3.687289959688183
22,4.76105466499027
23,7.902620380812619
24,5.8466140699299585
25,3.4758392906011566
26,8.451814542717356
27,5.537521921150113
28,7.657298900515625
29,6.778532587196897
30,8.596793370194145
31,6.131515947855196
32,10.500377465646563
33,1.9776342713020667
34,7.864451690434582
35,10.784444073884092
36,5.712506875301271
37,3.1645029332636128
38,8.397141095733314
39,5.792366918176392
40,4.981989739398101
41,5.487242557216351
42,3.611709662220325
43,4.505957877743533
44,7.220548933876141
45,6.071741935060992
46,9.016010219102336
47,3.9027383258268684
48,10.211615962394273
49,9.893778686371345
50,9.970042833395475
51,8.269538798383541
52,7.218964512742071
53,6.452038670210976
54,7.56003925041775
55,6.422260900227185
56,7.253596081584109
57,4.574258002655016
58,3.94753667997006
59,4.499626428206957
60,6.797174626281569
61,5.519523754391585
62,3.89938333077219
63,10.046492658676264
64,10.33215437778064
65,8.814267396582135
66,6.086441151191772
67,7.088248709025575
68,7.145080332392281
69,9.932982856668
70,9.285881726541184
71,6.152587542736773
72,5.614120173147942
73,4.434708961958819
74,5.200543117725383
75,5.5666772346699895
76,7.5836857843399255
77,5.347725544146836
78,6.8027767916718584
79,5.534609255339881
80,8.53887246058612
81,8.779458752074163
82,7.111881958619945
83,6.683614293093188
84,7.448785699165542
85,7.137862379395997
86,7.292878407030282
87,8.8235450649316
88,6.65438452873164
89,6.983575383655916
90,8.538494502605726
91,7.216247441893364
92,6.403785834900499
93,8.048709798869307
94,6.055348181879342
95,5.253479197311734
96,7.779884377459685
97,6.70468217415719
98,9.525283641319081
99,10.511501045434446
100,3.922972102184096
101,4.066634685326834
102,10.405615970865755
103,4.419472425222328
104,8.91877125742909
105,7.102585099158107
106,8.21802549427639
107,8.27083139284212
108,8.197362128896328
109,9.259163326647684
110,6.646076515016411
111,5.515078550943641
112,6.302819664968743
113,9.10181628203476
114,6.469568868327658
115,4.8802839762079815
116,6.5920124975654435
117,7.351784627406244
118,4.955861410692014
119,8.48202263455105
120,5.66185699960769
121,5.0126899913581
122,5.729980869436865
123,6.01174089219362
124,6.570976193726574
125,5.312022638344808
126,8.928204438439604
127,6.959552220076364
128,5.950646687641161
129,6.0923629510397195
130,7.796262762303097
131,9.909162030909574
132,8.160325718858008
133,4.343032552986567
134,5.102221063733563
135,6.56581534933238
136,5.631082787153511
137,7.274383082762121
138,4.3446007238935245
139,4.102378090871877
140,8.363248315793168
141,8.458816633020138
142,7.215055683918898
143,3.984966583325523
144,6.8578907575160315
145,3.711375356867599
146,9.170800833456884
147,7.8910381343455755
148,4.744460688992243
149,9.044647513043804
150,4.872311118080128
151,10.812790766219115
152,7.661878405682375
153,7.573626774446237
154,2.8938291692244364
155,4.157993279895297
156,9.219673564233752
157,4.171348363365
158,7.286586890302415
159,8.414741425299527
160,7.748924489206445
161,4.120383723079938
162,9.385815627220406
163,8.479605193060667
164,8.276789396516355
165,7.729780723013457
166,5.536280580690961
167,9.526284400988585
168,7.482898190466637
169,6.0239562763252685
170,8.494758478982334
171,7.418199402557785
172,9.75475088260555
173,9.037859905632025
174,8.39779918361297
175,8.213757745965149
176,2.999622803526728
177,6.017767089143956
178,5.727777323945516
179,7.125047548623451
180,4.273854710913483
181,6.421652252637441
182,7.940483024008655
183,7.101299113445366
184,8.18505880688913
185,7.2416886879902105
186,8.845033304529059
187,6.318888635584006
188,3.409330748080351
189,2.8846113063243655
190,9.5008486078783
191,7.404282721798895
192,9.022608709523999
193,8.979878826540364
194,6.965075766450154
195,6.68119815374133
196,4.48427109243947
197,5.391008515194532
198,4.882596905234431
199,7.0106386253957975
200,2.5490175704988713
201,8.522803310847078
202,5.911907695833429
203,8.471276094452344
204,6.886137863332967
205,6.262081211145333
206,5.081428300133415
207,10.187741032667386
208,7.217497566625278
209,8.46415200186498
210,6.5593227255398405
211,10.755184314370988
212,6.802188492222401
213,3.880159772145052
214,7.22032300709395
215,8.656091211160575
216,4.305868374281685
217,6.361984776551506
218,2.9571261695413953
219,7.8477312096386935
220,8.131397130319057
221,9.081147054880898
222,10.530538937698028
223,6.446208484003253
224,2.9403178278191904
225,9.130263628588136
226,5.575021811432478
227,5.424011017262107
228,7.109430299384039
229,6.212873795487079
230,10.430176432384503
231,4.896449119558782
232,7.956615522154055
233,6.047597661476063
234,8.980193490478596
235,8.487272871129633
236,8.860086137171503
237,5.746279413859483
238,3.1723199335616465
239,8.469280734164379
240,5.070622095899713
241,4.4057961005415835
242,8.647318099880888
243,6.162900094866044
244,7.230226986556863
245,7.694893482850377
246,2.830304053625958
247,4.955230818195785
248,6.882659557681838
249,3.6914396772636757
250,4.07700662203207
251,9.108466786110249
252,6.220537418879144
253,6.062828235082347
254,6.347826339159977
255,4.448489222544177
256,3.38192874675442
257,1.7063242955591218
258,4.920410276155103
259,5.739660764349344
260,9.74132807369231
261,8.765275405640656
262,10.43383038177446
263,9.628951754597733
264,8.076189101304095
265,9.570727092850422
266,7.285194428451687
267,5.163080116813949
268,7.562239105889468
269,7.900003066435029
270,4.254237141577162
271,5.976120039190621
272,9.89562341512481
273,7.58601588064456
274,10.0046198534094
275,7.941920354393278
276,9.79403304313102
277,8.81781233751472
278,9.799578080859591
279,9.915340668447323
280,9.809021526485093
281,8.688548860446955
282,9.922982106044634
283,9.773776592738631
284,9.790678032860052
285,9.736490079084525
286,9.83186587087528
287,10.017261060450888
288,10.02530386136057
289,9.812569049676146
290,10.108865376401099
291,9.747294142501893
292,8.902199166157034
293,9.354927783661413
294,8.74346281366553
295,4.926440920285048
296,8.69502054681243
297,7.811031255157944
298,9.95876619932152
299,9.82711554943283
300,6.913842906960459
301,8.0955694438757
302,6.8446806170101455
303,8.225564046894693
304,6.878817021776728
305,7.169623753478443
306,11.336988203907135
307,7.483690949390561
308,7.844831797497167
309,3.1389610791943516
310,6.6136377440652865
311,5.973766774805344
312,7.630027026066981
313,7.841614531117162
314,4.23064152072648
315,7.827845273648241
316,10.379838622754155
317,6.427009234744334
318,4.568615738130928
319,8.023803345267265
320,7.167669261596648
321,7.630202894234307
322,8.961313927849105
323,5.925458254367173
324,10.050825361568979
325,7.2344306893226875
326,4.051123252600127
327,10.121929141420463
328,7.463977312601019
329,5.89970041044989
330,9.920444952379148
331,8.897227728228994
332,5.275267310825838
333,6.303765238634986
334,7.275688057489447
335,10.466276688010243
336,2.9076968077001637
337,6.861717491895897
338,4.9077855701278015
339,9.250298001908082
340,8.550898960262797
341,7.724618066763722
342,9.14460931334774
343,4.5453168768569565
344,3.7309629942989657
345,5.165909564413211
346,9.123893817036826
347,8.407803418325518
348,5.973840320709699
349,6.744598185293332
350,0.0
351,6.251166429934085
352,7.53198675747762
353,5.447619656659763
354,5.221566381808645
355,4.475090740459552
356,5.33848922944822
357,8.130098414684765
358,4.82248514149226
359,4.392908904847216
360,8.155230578977207
361,3.536332340366079
362,8.469139716555238
363,4.409634086582046
364,7.704320885518112
365,8.959627411000572
366,8.820557637878387
367,7.887008386261203
368,7.900528182791758
369,7.982218699073735
370,8.203279692547333
371,6.957483164422525
372,7.509793687589659
373,8.252021199191704
374,4.5258755097634475
375,4.716814618489503
376,5.8740285845588005
377,3.2744347599245565
378,6.110685686323943
379,4.683074504806033
380,5.460029412174528
381,7.806990174129416
382,2.9649309928448675
383,9.87438470850858
384,7.350742524749421
385,8.223370287054049
386,5.366208887429029
387,6.247048320163875
388,8.768058508740006
389,7.359792999333969
390,8.114939117839684
391,9.102819892642609
392,4.231703360946002
393,6.253827184304562
394,3.2847496790729194
395,3.7535462246284963
396,6.847502425400665
397,5.818122472311831
398,3.244560516548205
399,9.783550515186809
400,5.662250668574178
401,8.368368526503685
402,9.242853220883845
403,5.316245079124354
404,7.315134575597949
405,0.9924402146853579
406,9.895372344946711
407,8.359191949425744
408,8.113509091770574
409,9.55209592843039
410,7.302523985797997
411,6.519050023604395
412,5.578737110583954
413,7.646164960186769
414,10.160342462122887
415,4.48329667151208
416,7.7617693428405214
417,6.6275665378099875
418,6.773091800389913
419,8.993889309155879
420,6.408363920010862
421,6.358282843713802
422,5.078106086221379
423,6.961767273628356
424,5.0013079070059785
425,5.556260914318523
426,8.219986821627657
427,6.834941650795395
428,6.945360530238591
429,4.6212882249012734
430,4.674927618556376
431,5.908095792256632
432,5.796926929099669
433,7.63015190255999
434,8.020083818858227
435,8.862916707081565
436,6.99367132110751
437,9.445674489139266
438,3.4596598654916613
439,7.714132300528751
440,7.453043753600539
441,7.290858554531053
442,8.635477939022989
443,4.366756287126198
444,9.93687302575471
445,7.69291932138447
446,6.470660549257535
447,4.0748809546555655
448,8.730683718254586
449,5.265661997082347
450,10.012961333263359
451,9.683414742040085
452,7.480619608105885
453,8.87830401929555
454,7.905259976689706
455,5.192028625342148
456,8.221881983441623
457,7.931090484840442
458,9.72183756069785
459,8.840999476125608
460,9.711577162684423
461,9.11706276836988
462,9.904642747128756
463,9.944748363033593
464,9.855256717809997
465,9.866722953450472
466,9.778527228537822
467,9.755041244177876
468,9.698084746260282
469,9.798811456787965
470,9.764997755092672
471,9.994859597654566
472,9.931309822459472
473,9.54239312615791
474,9.837038108880531
475,9.833389131410792
476,9.782019903332804
477,9.896816236600742
478,9.889127242812846
479,9.863222535716258
480,9.957456471208586
481,9.765631673638882
482,9.796842685885904
483,9.746307077755896
484,9.68306071582991
485,9.726113109959346
486,9.797717365842617
487,9.761064407639635
488,9.773309064024279
489,9.722165618725676
490,10.074363281259947
491,9.846293874650538
492,9.640286719753394
493,9.711863668529784
494,9.94299764230672
495,10.046464612085174
496,9.67120518936929
497,10.206331228383192
498,10.24653253244605
499,9.867517899560776
500,9.792330998719937
501,9.770516829748804
502,9.702243999115868
503,9.863557637673024
504,9.95745151608384
505,9.919866797627531
506,10.374578777660949
507,10.028058798691422
508,10.04817405231817
509,9.76719226304515
510,9.817382219165992
511,9.782605735655782
512,9.654527158624493
513,9.86347931295109
514,9.777657499100757
515,9.688509603375609
516,9.870824965849241
517,9.966567162648593
518,9.725834283665233
519,9.726006452824935
520,10.20608032424488
521,10.09888112096769
522,9.759245732287996
523,9.825637722608107
524,9.849138995512465
525,9.74003170759904
526,9.85104305918581
527,9.745288046312004
528,9.749936235903814
529,9.840608464078233
530,9.705917982186225
531,9.773257159672033
532,9.697876332415962
533,9.696551920993468
534,9.829873703376208
535,9.720252328536963
536,9.79198438608805
537,9.818009417523612
538,9.936815296035844
539,9.930231665435857
540,10.0340588001721
541,10.330845147753525
542,9.75587676648007
543,9.860026729276997
544,9.749419532864263
545,9.833020259728833
546,9.66866157963139
547,9.781715172686635
548,9.85226916537366
549,9.809823985050508
550,9.731862936713707
551,7.7681379785737805
552,8.160633564256461
553,9.718373833642506
554,10.462480690992038
555,9.492993643835288
556,6.699134240049655
557,8.161135953753362
558,5.130058663706238
559,9.515241167132148
560,6.2838717912473125
561,6.434548114622613
562,7.909197556608871
563,8.519279634411651
564,9.85052331494981
565,7.414722727225221
566,9.195452274280026
567,9.246940826921886
568,8.345892009113928
569,9.924049777154448
570,8.322238325847135
571,9.556514507670283
572,6.740633021264689
573,9.257295950524535
574,6.177111687720438
575,5.945758234015953
576,6.447232143573376
577,8.185451326993274
578,5.017237333717768
579,5.787404504993587
580,4.236209576591788
581,4.706006612886593
582,6.392126118896569
583,5.844749289183495
584,4.578432969570811
585,5.033878042457495
586,4.516076197255558
587,3.6819862255174796
588,4.737523694769644
589,10.037037329099997
590,4.465555812765532
591,8.103570704720005
592,5.26488590928213
593,6.404108225016818
594,8.491897510082566
595,7.637200247173131
596,6.081557749084435
597,8.250103674374376
598,10.022030971244769
599,7.339210948896262
600,4.279185512527372
601,8.1621111055663
602,5.941894243411822
603,4.702754121570589
604,3.2449450177019976
605,8.056596836143079
606,4.164197308158333
607,6.778473054838768
608,2.06712860327405
609,6.969622183678574
610,6.650516676736568
611,4.542111746789141
612,8.438254862183646
