Generation,AverageFitness,AverageDetectedCollisions,AverageActualCollisions,genome
1,9.79775,36.6,49.1,"[array([-0.17168315,  0.61309495, -0.3851319 ,  0.62460545, -0.35330688,
        0.33486154,  0.88285394,  0.17924685,  0.38425836, -0.1273054 ,
        0.83279683,  0.01201585,  0.85102797, -0.94471647,  0.43160545,
       -0.40642823, -0.02993746,  0.20950997,  0.04243424, -0.16145994,
        0.52009791, -0.75406377,  0.09651644,  0.13234116,  0.16315505,
        0.29916506,  0.10159564,  0.76590929, -0.03716212,  0.91037597,
       -0.18668694,  0.77930665,  0.71774984, -0.40902526]), array([-0.85507671, -0.84585653, -0.58106406, -0.54228489,  0.03925995,
       -0.223031  , -0.77413052, -0.77209608,  0.86244471, -0.76724853,
        0.15798565,  0.85088474, -0.46254942, -0.40963501,  0.77818672,
       -0.46274752,  0.71442622,  0.84722991,  0.52991603, -0.28482327,
        0.39327492,  0.65938905,  0.6841493 ,  0.44439313, -0.11346341,
       -0.71190546,  0.94003723, -0.37036502, -0.28608669,  0.00442455,
        0.47394451,  0.42792787, -0.91931624, -0.72110907]), array([ 0.35331941, -0.53090903, -0.65683358, -0.4960397 , -0.25834438,
       -0.25562876, -0.79851787,  0.46841499,  0.23636799,  0.71583622,
        0.4945634 ,  0.34839162,  0.68013583,  0.83569894, -0.85024681,
        0.16718586,  0.34333717, -0.01419794,  0.85395194, -0.95599577,
        0.53769819,  0.32066759, -0.21898427, -0.64655574, -0.99310736,
        0.44820176,  0.93929282,  0.70833434,  0.77841234, -0.67759816,
        0.02431887, -0.64502827, -0.02032176,  0.96782689]), array([-0.86891585,  0.16352559, -0.31079154, -0.65467289,  0.27315505,
       -0.24601253, -0.16614472, -0.48306253,  0.1688879 , -0.93894133,
       -0.55025924,  0.45013801,  0.6261483 , -0.40304298,  0.23169118,
       -0.35009245, -0.62657107, -0.51007249, -0.81696211, -0.20762049,
       -0.19348187, -0.96970423, -0.31006529, -0.61586997, -0.5183185 ,
        0.38668012, -0.70893212, -0.09409987, -0.0113507 ,  0.98522306,
       -0.68390895,  0.6131908 ,  0.85020642, -0.64094505]), array([ 0.22284907, -0.27272125, -0.81157136, -0.19426818, -0.60767996,
        0.65057629,  0.12416634, -0.33548821,  0.16223059,  0.35925125,
        0.55605146, -0.46992708, -0.17328293, -0.1081362 ,  0.2488521 ,
        0.12910141, -0.02686616, -0.16985664, -0.38708466,  0.37744277,
        0.95784238,  0.55078521, -0.06782971,  0.55183378,  0.0642751 ,
       -0.25140833,  0.98037368, -0.58107227,  0.75090351,  0.69643294,
       -0.18065226,  0.09650852, -0.45345484, -0.95223585]), array([-0.05388304, -0.64756252,  0.55328914, -0.95567672, -0.14317449,
       -0.40396029,  0.79032235, -0.52763889, -0.54139522, -0.10289788,
        0.66661319, -0.69887866, -0.73490285, -0.75808394, -0.54073469,
        0.13056902, -0.95813301,  0.77640403,  0.46585165, -0.20058312,
       -0.11178139, -0.53422427, -0.19956714,  0.26422939, -0.43826601,
        0.70280194, -0.18945542,  0.29294115,  0.62028329, -0.4652341 ,
        0.98034972,  0.1940677 ,  0.61220478,  0.35513851]), array([-0.23410302, -0.94681807,  0.81563234, -0.09601897, -0.60308575,
        0.06945235,  0.09462481,  0.73999557, -0.95121222,  0.3518707 ,
       -0.01315322,  0.89213636,  0.15781734, -0.92789547, -0.52330153,
       -0.20409205,  0.14687934,  0.69231184,  0.74240292,  0.15794145,
       -0.20688366,  0.25544823,  0.1742849 ,  0.25851783,  0.70193185,
        0.87737145,  0.79777766, -0.9031515 , -0.53982385, -0.16102799,
       -0.85305929,  0.18334893,  0.25253918, -0.32509841]), array([-0.82165318, -0.22355199, -0.3835452 ,  0.5696704 , -0.47516004,
        0.32812205,  0.43919559,  0.11369107,  0.05823628,  0.59176367,
        0.6842737 , -0.19344188,  0.15353104,  0.62036118,  0.79174471,
       -0.87212613, -0.55488349,  0.90370869,  0.18528142, -0.16166511,
       -0.4221172 , -0.63744016, -0.83474131,  0.3745137 ,  0.34289033,
       -0.54316174, -0.19247866,  0.22937201,  0.29582806,  0.18179384,
       -0.57602845,  0.92682075,  0.83827464,  0.71303483]), array([-0.90374512,  0.13763365,  0.33052586, -0.69497236,  0.19005611,
       -0.16062508, -0.45929705,  0.67225672,  0.54251752, -0.47262157,
       -0.56048093, -0.1881684 ,  0.77744363, -0.43104166,  0.60033147,
        0.02583916, -0.62804218, -0.08323031, -0.72520178, -0.03185607,
       -0.46717404, -0.97278067,  0.53990343,  0.85830352,  0.13167869,
       -0.44217412,  0.14453584, -0.39893205, -0.2261797 ,  0.36305381,
        0.91364693, -0.31685893, -0.93284783, -0.86928226]), array([ 0.7387684 ,  0.31920838, -0.93011761, -0.26799666,  0.04492142,
       -0.65611789,  0.15616619, -0.46751227,  0.28614263, -0.74250786,
        0.21739139, -0.59433255,  0.3558754 ,  0.77367964,  0.72407108,
       -0.47330206,  0.26182067,  0.98828327, -0.5764518 , -0.33280793,
       -0.54575632,  0.21732236, -0.94038933,  0.63187549, -0.62860848,
       -0.73949336, -0.47860346, -0.86900665,  0.70694102,  0.90521656,
        0.50132276,  0.31949593, -0.32679885, -0.62532761]), array([ 0.50710418,  0.52839271, -0.9169859 ,  0.24500594, -0.44189346,
       -0.38123324, -0.53912802, -0.89539362, -0.20040874,  0.84663572,
       -0.25890588,  0.22698186,  0.80941782, -0.16672061,  0.86584564,
        0.39070889,  0.1453755 , -0.62510284, -0.8939386 ,  0.7107903 ,
        0.23800663,  0.8135661 ,  0.24770196, -0.38525854, -0.30476616,
        0.71141081,  0.19478529,  0.71507966, -0.58666079, -0.89072153,
       -0.64200792, -0.79440017,  0.95666426, -0.16657089]), array([-1.38026975e-01,  7.38474451e-01, -4.22053616e-01,  5.55716511e-01,
       -2.80369640e-01, -2.90951033e-01, -7.22699652e-01,  2.72985721e-01,
       -7.12802768e-03, -4.29330642e-01, -4.53772888e-01,  9.55855928e-01,
       -9.54691734e-02,  8.15562655e-01,  4.43172746e-01, -9.43312010e-01,
        4.25833333e-01,  3.45582963e-01, -1.49869013e-01,  8.26266936e-01,
        9.68828373e-01, -3.20529814e-01,  4.28063651e-01, -3.29158231e-01,
        5.19622902e-02, -9.18041368e-01, -8.55795104e-01,  6.98724760e-01,
        1.36076799e-01,  6.59076755e-01,  1.16059956e-04,  2.40900892e-01,
        2.21737171e-01,  8.52689074e-01]), array([ 0.72842679,  0.20601893,  0.22580494,  0.11416199,  0.9895366 ,
       -0.54774613, -0.16136385, -0.28140436, -0.25310843,  0.29386829,
       -0.6346625 ,  0.26882413,  0.18208839, -0.52936765, -0.38005991,
        0.64281474,  0.8647892 , -0.5380695 ,  0.50070835,  0.02685155,
       -0.43398551,  0.61131127, -0.2065428 , -0.50521488, -0.64869137,
       -0.90441963,  0.3712657 , -0.38444391,  0.60801037,  0.35877366,
       -0.61540096,  0.80251441,  0.18493439,  0.75647802]), array([ 0.55370629,  0.29331272, -0.51053842, -0.49804877,  0.28561081,
       -0.87919674,  0.78949   ,  0.16234156, -0.66379802, -0.69417772,
        0.15551361, -0.76978966,  0.26567437, -0.13820475, -0.65176006,
       -0.54796326,  0.61585379,  0.36641984, -0.6372875 , -0.04541644,
        0.13161202,  0.82363073,  0.19710614, -0.72679095,  0.4028763 ,
       -0.15272376,  0.89053199,  0.22230199,  0.79187993, -0.25676752,
       -0.89738178, -0.62443064,  0.57047064,  0.93158044]), array([-0.38844559, -0.72609573, -0.26230545,  0.75863027,  0.50869213,
        0.32776443, -0.98947775, -0.28344026,  0.10322974, -0.06490245,
       -0.95424356, -0.01724992,  0.14467206,  0.70840919, -0.89895407,
        0.72527654, -0.26243696,  0.30219141, -0.27589146, -0.10926666,
        0.59156056, -0.25240962,  0.19807351, -0.52869266,  0.22606707,
        0.87130434, -0.75815846,  0.21905953,  0.02070707,  0.77354484,
       -0.53005366,  0.45464328, -0.47594368,  0.39335681]), array([-0.56822373,  0.22125976, -0.23526925, -0.59879833, -0.59868682,
        0.87938487,  0.81016768, -0.63545745, -0.87943346, -0.66933943,
       -0.95752548,  0.19823543,  0.51620154,  0.44002453, -0.70066682,
        0.30884412, -0.61117986, -0.1342828 ,  0.46284891,  0.6518567 ,
        0.4472537 , -0.36156272,  0.20154955, -0.2725548 ,  0.72860155,
       -0.02647755,  0.51570894, -0.981325  ,  0.34211224,  0.92465404,
       -0.74035191,  0.09266161, -0.99476774, -0.81237995]), array([ 0.03638513,  0.97476018,  0.01541796, -0.66090444,  0.40637007,
       -0.08367411,  0.8112799 ,  0.66352851, -0.00194554, -0.82910407,
        0.17493811,  0.59260507, -0.87873781,  0.34837319,  0.35458723,
       -0.79755106,  0.8204932 , -0.29327447, -0.98061376,  0.37005369,
       -0.60827553,  0.81352976, -0.98560562, -0.84766837, -0.93143832,
        0.52353894,  0.68082306,  0.28284044,  0.94397539, -0.6229836 ,
       -0.56823974, -0.31966317, -0.12100609,  0.05855571]), array([ 0.03945967, -0.84534496,  0.89547087, -0.04286469, -0.30398499,
       -0.82613465,  0.82571989, -0.67780074,  0.20388326, -0.71258074,
       -0.80029555,  0.01027785, -0.14165341, -0.76944125,  0.5605276 ,
       -0.3720188 ,  0.04298976,  0.11273289,  0.3754934 ,  0.18934885,
       -0.12052872, -0.35357877,  0.63663329,  0.57345452,  0.81879532,
        0.13763504,  0.93318944,  0.36260875,  0.30428193, -0.25036854,
        0.65472124, -0.75144027, -0.28247939,  0.50232446]), array([-0.75391016,  0.78407094, -0.28488154, -0.17779244, -0.55468397,
        0.20846479, -0.51610709, -0.56049752, -0.84767826, -0.66276225,
       -0.75317657,  0.08623101,  0.41081829, -0.26507883,  0.45679098,
        0.93119872,  0.08757558,  0.60981648,  0.468133  ,  0.24908615,
       -0.69276778,  0.19115174, -0.84797971,  0.41687997, -0.82574939,
        0.92907144, -0.19601707, -0.84237331,  0.2445936 ,  0.57124682,
        0.7555351 ,  0.3642473 ,  0.39446595,  0.88644061]), array([ 0.5748414 , -0.22034236, -0.50541176,  0.70461451, -0.15984544,
       -0.06031625, -0.65447667,  0.59928158, -0.11247475, -0.81695053,
       -0.11673436,  0.99517879,  0.73685624,  0.68756711, -0.12438992,
        0.98541659, -0.00516112, -0.57876734, -0.23245171, -0.69138642,
        0.38368097, -0.43574067,  0.16810336, -0.51342938, -0.82107846,
        0.19796555,  0.35886027,  0.99699838,  0.81647508,  0.04240522,
        0.74088952, -0.46088891, -0.53552894,  0.10216553])]"
2,1.045,69.15,48.75,"[array([-1.38026975e-01,  7.38474451e-01, -4.22053616e-01,  5.55716511e-01,
       -2.80369640e-01, -2.90951033e-01, -7.22699652e-01,  2.72985721e-01,
       -7.12802768e-03, -4.29330642e-01, -4.53772888e-01,  9.55855928e-01,
       -9.54691734e-02,  8.15562655e-01,  4.43172746e-01, -9.43312010e-01,
        4.25833333e-01,  3.45582963e-01, -1.49869013e-01,  8.26266936e-01,
        9.68828373e-01, -3.20529814e-01,  4.28063651e-01, -3.29158231e-01,
        5.19622902e-02, -9.18041368e-01, -8.55795104e-01,  6.98724760e-01,
        1.36076799e-01,  6.59076755e-01,  1.16059956e-04,  2.40900892e-01,
        2.21737171e-01,  8.52689074e-01]), array([-1.38026975e-01,  7.38474451e-01, -4.22053616e-01,  5.55716511e-01,
       -2.80369640e-01, -2.90951033e-01, -7.22699652e-01,  2.72985721e-01,
       -7.12802768e-03, -4.29330642e-01, -4.53772888e-01,  9.55855928e-01,
       -9.54691734e-02,  8.15562655e-01,  4.43172746e-01, -9.43312010e-01,
        4.25833333e-01,  3.45582963e-01, -1.49869013e-01,  8.26266936e-01,
        9.68828373e-01, -3.20529814e-01,  4.28063651e-01, -3.29158231e-01,
        5.19622902e-02, -9.18041368e-01, -8.55795104e-01,  6.98724760e-01,
        1.36076799e-01,  6.59076755e-01,  1.16059956e-04,  2.40900892e-01,
        2.21737171e-01,  8.52689074e-01]), array([ 0.03638513,  0.97476018,  0.01541796, -0.66090444,  0.40637007,
       -0.08367411,  0.8112799 ,  0.66352851, -0.00194554, -0.82910407,
        0.17493811,  0.59260507, -0.87873781,  0.34837319,  0.35458723,
       -0.79755106,  0.8204932 , -0.29327447, -0.98061376,  0.37005369,
       -0.60827553,  0.81352976, -0.98560562, -0.84766837, -0.93143832,
        0.52353894,  0.68082306,  0.28284044,  0.94397539, -0.6229836 ,
       -0.56823974, -0.31966317, -0.12100609,  0.05855571]), array([-0.17168315,  0.61309495, -0.3851319 ,  0.62460545, -0.35330688,
        0.33486154,  0.88285394,  0.17924685,  0.38425836, -0.1273054 ,
        0.83279683,  0.01201585,  0.85102797, -0.94471647,  0.43160545,
       -0.40642823, -0.02993746,  0.20950997,  0.04243424, -0.16145994,
        0.52009791, -0.75406377,  0.09651644,  0.13234116,  0.16315505,
        0.29916506,  0.10159564,  0.76590929, -0.03716212,  0.91037597,
       -0.18668694,  0.77930665,  0.71774984, -0.40902526]), array([ 0.35331941, -0.53090903, -0.65683358, -0.4960397 , -0.25834438,
       -0.25562876, -0.79851787,  0.46841499,  0.23636799,  0.71583622,
        0.4945634 ,  0.34839162,  0.68013583,  0.83569894, -0.85024681,
        0.16718586,  0.34333717, -0.01419794,  0.85395194, -0.95599577,
        0.53769819,  0.32066759, -0.21898427, -0.64655574, -0.99310736,
        0.44820176,  0.93929282,  0.70833434,  0.77841234, -0.67759816,
        0.02431887, -0.64502827, -0.02032176,  0.96782689]), array([-0.17168315,  0.61309495, -0.3851319 ,  0.62460545, -0.35330688,
        0.33486154,  0.88285394,  0.19604967,  0.38425836,  0.71583622,
        0.4945634 ,  0.34839162,  0.6576769 ,  0.83569894, -0.85024681,
        0.16718586,  0.34333717, -0.01419794,  0.85395194, -0.95599577,
        0.53769819,  0.32066759, -0.21898427, -0.64655574, -0.99310736,
        0.44820176,  0.93929282,  0.72458407,  0.77841234, -0.67759816,
        0.02431887, -0.64502827, -0.02032176,  0.96782689]), array([ 0.35331941, -0.53090903, -0.65683358, -0.4960397 , -0.25834438,
       -0.25562876, -0.79851787,  0.46841499,  0.23636799, -0.13411977,
        0.83279683,  0.01201585,  0.85102797, -0.94471647,  0.43160545,
       -0.40642823, -0.02993746,  0.20950997,  0.09176663, -0.16145994,
        0.52009791, -0.75406377,  0.09651644,  0.13234116,  0.11740481,
        0.29916506,  0.10159564,  0.69767621, -0.12608205,  0.91037597,
       -0.18668694,  0.77930665,  0.71774984, -0.40902526]), array([ 0.35331941, -0.53090903, -0.65683358, -0.4960397 , -0.25834438,
       -0.25562876, -0.79851787,  0.71081661, -0.00194554, -0.83923928,
        0.21503029,  0.59260507, -0.87873781,  0.34837319,  0.35458723,
       -0.79755106,  0.8204932 , -0.29327447, -0.98061376,  0.34343573,
       -0.60827553,  0.81352976, -0.98560562, -0.84766837, -0.93143832,
        0.52353894,  0.68082306,  0.28284044,  0.94397539, -0.6229836 ,
       -0.56823974, -0.31966317, -0.12100609,  0.05855571]), array([ 0.03638513,  0.97476018,  0.01541796, -0.66090444,  0.38969303,
       -0.14971487,  0.8112799 ,  0.46841499,  0.23636799,  0.71583622,
        0.4945634 ,  0.34839162,  0.68013583,  0.83569894, -0.85024681,
        0.16718586,  0.34333717, -0.01419794,  0.85395194, -0.95599577,
        0.50423237,  0.32066759, -0.21898427, -0.58713103, -1.02011734,
        0.44820176,  0.93929282,  0.67317539,  0.77841234, -0.67759816,
        0.02431887, -0.64502827, -0.02032176,  0.96782689]), array([ 0.06477285,  0.92374088,  0.01541796, -0.66090444,  0.40637007,
       -0.08367411,  0.8112799 ,  0.66352851, -0.00194554, -0.82910407,
        0.17493811,  0.59260507, -0.87873781,  0.34837319,  0.35458723,
       -0.79755106,  0.8204932 , -0.29327447, -0.98061376,  0.37379489,
       -0.60827553,  0.81352976, -0.98560562, -0.84766837, -0.93143832,
        0.52353894,  0.10159564,  0.7157466 , -0.03716212,  0.91037597,
       -0.25708113,  0.77930665,  0.69860022, -0.40902526]), array([-0.17168315,  0.61309495, -0.3851319 ,  0.62460545, -0.35330688,
        0.33486154,  0.88285394,  0.14237548,  0.38425836, -0.1273054 ,
        0.83279683,  0.01201585,  0.85102797, -0.94471647,  0.43160545,
       -0.40642823,  0.00792034,  0.20383899,  0.04243424, -0.16145994,
        0.52009791, -0.75406377,  0.09651644,  0.05455545,  0.16315505,
        0.29916506,  0.68082306,  0.28284044,  0.94397539, -0.6229836 ,
       -0.56823974, -0.31966317, -0.12100609,  0.05855571]), array([-0.17168315,  0.61158405, -0.3851319 ,  0.62460545, -0.35330688,
        0.33486154,  0.88285394,  0.17924685,  0.38425836, -0.1273054 ,
        0.83279683,  0.01201585,  0.85102797, -0.94471647,  0.43160545,
       -0.40642823, -0.02993746,  0.24184737,  0.16338452, -0.16145994,
        0.58201294, -0.75406377,  0.04598748,  0.13234116,  0.16315505,
        0.52353894,  0.68082306,  0.28284044,  0.94397539, -0.6229836 ,
       -0.56823974, -0.31966317, -0.12100609,  0.05855571]), array([ 0.03638513,  0.97476018,  0.01541796, -0.66090444,  0.40637007,
       -0.08367411,  0.8112799 ,  0.66352851, -0.00194554, -0.82910407,
        0.17493811,  0.59260507, -0.87873781,  0.34837319,  0.3885688 ,
       -0.79755106,  0.8204932 , -0.29327447, -0.98061376,  0.37005369,
       -0.60827553,  0.77325797, -0.98560562, -0.84766837, -0.93143832,
        0.29916506,  0.01106563,  0.76590929, -0.03716212,  0.91037597,
       -0.18668694,  0.77930665,  0.71774984, -0.40902526]), array([ 3.53319413e-01, -4.97273657e-01, -6.56833576e-01, -5.31877010e-01,
       -2.58344378e-01, -2.55628761e-01, -7.98517865e-01,  4.68414992e-01,
        2.36367990e-01,  7.15836218e-01,  4.94563405e-01,  3.48391622e-01,
        6.80135825e-01,  8.18284372e-01, -8.50246811e-01,  1.67185856e-01,
        3.43337174e-01, -1.41979448e-02,  8.32678834e-01, -9.66228019e-01,
        5.37698187e-01,  3.20667595e-01, -2.40556979e-01, -6.46555740e-01,
       -9.93107363e-01,  4.48201763e-01,  9.39292820e-01,  7.08334340e-01,
        7.52126763e-01,  6.59076755e-01,  1.16059956e-04,  2.68884725e-01,
        2.38188615e-01,  8.37803291e-01]), array([-0.13802698,  0.73847445, -0.42205362,  0.55571651, -0.28036964,
       -0.18252213, -0.72269965,  0.27298572, -0.00712803, -0.42933064,
       -0.45377289,  0.95585593, -0.09546917,  0.81556266,  0.44317275,
       -0.94331201,  0.42583333,  0.34558296, -0.14986901,  0.82626694,
        0.96882837, -0.32052981,  0.42806365, -0.32915823,  0.05196229,
       -0.91804137, -0.8557951 ,  0.69872476,  0.1360768 , -0.67759816,
        0.02431887, -0.64502827, -0.02032176,  0.96782689]), array([ 0.35331941, -0.53090903, -0.74474934, -0.4960397 , -0.25834438,
       -0.24252313, -0.79851787,  0.46841499,  0.23636799,  0.71583622,
        0.4945634 ,  0.34839162,  0.68254133,  0.83569894, -0.85024681,
        0.16718586,  0.34333717, -0.01419794,  0.85395194, -0.95599577,
        0.52009791, -0.79828593,  0.09651644,  0.13234116,  0.16315505,
        0.29916506,  0.10159564,  0.77926257, -0.03716212,  0.91037597,
       -0.18668694,  0.77930665,  0.71774984, -0.33276928]), array([-0.17168315,  0.61309495, -0.3851319 ,  0.62460545, -0.34468489,
        0.33486154,  0.91316762,  0.17924685,  0.38425836, -0.13364559,
        0.83279683,  0.01201585,  0.85102797, -0.94471647,  0.43160545,
       -0.40642823, -0.1036313 ,  0.20950997,  0.11324857, -0.16145994,
        0.53769819,  0.32066759, -0.21898427, -0.58912862, -0.99310736,
        0.44820176,  0.93929282,  0.70833434,  0.81061232, -0.67759816,
        0.02431887, -0.51802041, -0.02032176,  0.96782689]), array([-0.17168315,  0.61309495, -0.3851319 ,  0.62460545, -0.35330688,
        0.33486154,  0.88285394,  0.17924685,  0.38425836, -0.1273054 ,
        0.83279683,  0.01201585,  0.68013583,  0.83569894, -0.85024681,
        0.16869385,  0.34333717,  0.08079578,  0.85395194, -0.94045335,
        0.53769819,  0.32066759, -0.21529745, -0.64655574, -0.99310736,
        0.44820176,  0.96194645,  0.70833434,  0.7758685 , -0.67759816,
        0.02431887, -0.64502827, -0.02032176,  0.96782689]), array([ 0.35892352, -0.53090903, -0.65683358, -0.4960397 , -0.25834438,
       -0.23478092, -0.79851787,  0.46841499,  0.23636799,  0.71583622,
        0.4945634 ,  0.34839162,  0.85102797, -0.90727522,  0.43160545,
       -0.40642823, -0.02993746,  0.20950997,  0.04243424, -0.16145994,
        0.52009791, -0.75406377,  0.09651644,  0.13234116,  0.16315505,
        0.29916506,  0.10159564,  0.76590929, -0.03716212,  0.95728065,
       -0.25019816,  0.77930665,  0.71774984, -0.40902526]), array([-0.13802698,  0.72243652, -0.42205362,  0.55571651, -0.28036964,
       -0.29095103, -0.72269965,  0.17924685,  0.38425836, -0.05911492,
        0.83279683,  0.01201585,  0.85102797, -0.94471647,  0.39557628,
       -0.40642823, -0.02993746,  0.16892558,  0.05867182, -0.23809868,
        0.52009791, -0.75406377,  0.09651644,  0.13234116,  0.16315505,
        0.29916506,  0.10159564,  0.76590929, -0.03716212,  0.91037597,
       -0.18668694,  0.77930665,  0.71774984, -0.40902526])]"
