Generation,Individual,Fitness,Score_Color_Line,Score_Proximity_Collisions,Score_Distance_Area,Collisions,genome
2,9,0,0.8206666666666667,0.666,0.025222222222222222,2004,"[ 0.23723681  0.99596276  0.27528116 -0.16423743 -0.87881496 -0.19097553
  0.84634595 -0.66535523 -0.71600176  0.99137473  0.37910938  0.0571801
  0.19860051 -0.23736549 -0.30276296 -0.84971971  0.01831571  0.99706648
 -0.00472061  0.88576048 -0.81643158 -0.19792315  0.40728035 -0.44742075
 -0.62057124 -0.34509971  0.41595668 -0.03639998  0.41317474  0.68593173
  0.21550298  0.52597108  0.2435067  -0.4108517 ]"
2,10,0,0.422,0.9968333333333333,0.019333333333333334,19,"[-7.51217233e-01 -8.85618331e-03  3.53471941e-01 -5.64087691e-02
 -3.49051788e-01  2.36935036e-01 -2.96788744e-01  5.34400274e-01
 -3.85544528e-02 -9.65876743e-01  2.88754899e-01  9.01304562e-01
  1.63000736e-01 -8.33132357e-01 -7.34767252e-01  9.63203194e-01
 -5.70878575e-02 -2.27889896e-01 -1.93507510e-01  7.76407961e-02
  5.74329467e-01  7.24548176e-01  6.58777492e-01 -2.46980454e-04
 -7.83754659e-01 -1.44655224e-01 -5.74517254e-02 -4.16100180e-01
  1.97978918e-01 -8.64873651e-01  9.89396678e-01 -4.32311310e-01
  5.29279798e-01 -8.10461619e-01]"
3,1,0.15528333333333333,0.42283333333333334,1.0,0.015833333333333335,0,"[-0.28409753  0.96140879  0.58854113 -0.70092739 -0.80948686 -0.1657476
  0.22750103 -0.54372803 -0.25104147 -0.63563455  0.20930263  0.13461603
  0.31989181 -0.82151493 -0.36441034  0.19671562 -0.22632028  0.70887709
  0.87028991  0.05979799 -0.713981    0.61218502  0.3727015   0.18787327
  0.85610591  0.39903601  0.00885568 -0.60556672  0.9545081   1.00955229
 -0.70124799  0.23094435  0.4562376  -0.34209527]"
3,2,0.4994611111111109,0.9993333333333333,0.9991666666666666,0.0011111111111111111,5,"[-0.9348109  -0.57046496  0.96716439  0.55201449 -0.8         1.
 -0.5         0.5         0.5        -1.          0.43725501 -1.
  1.         -0.5         1.         -0.55393401 -1.          0.5
 -1.          0.48925505  0.1        -0.06619996  0.2        -0.2
  0.87425539 -0.5        -0.47031953  0.8         0.3        -0.3
 -0.3         0.3         0.1         0.1       ]"
3,3,0.49777222222222206,0.9953333333333333,0.9991666666666666,0.008222222222222223,5,"[-0.28409753  0.96140879  0.58854113 -0.70092739 -0.7977834  -0.1657476
  0.22750103 -0.54372803  0.5        -1.          0.43725501 -1.01158921
  1.         -0.5         1.         -0.55393401 -1.          0.5
 -1.          0.48925505  0.1        -0.06619996  0.2        -0.2
  0.87425539 -0.5        -0.47031953  0.8         0.35114317 -0.3
 -0.3         0.3         0.08671148  0.05726121]"
3,4,0.10014444444444445,0.00016666666666666666,1.0,0.00011111111111111112,0,"[-0.98655419 -0.58410511  0.96716439  0.55201449 -0.8         1.
 -0.5         0.5        -0.25104147 -0.63563455  0.20930263  0.13461603
  0.31989181 -0.82151493 -0.25053104  0.19671562 -0.22632028  0.70887709
  0.87028991  0.05979799 -0.713981    0.61218502  0.3727015   0.18787327
  0.80611423  0.39903601  0.00885568 -0.60556672  0.9545081   1.00955229
 -0.70124799  0.23094435  0.4562376  -0.34209527]"
3,5,0.10013888888888889,0.00016666666666666666,1.0,5.555555555555556e-05,0,"[-0.94566066  0.97946131  0.88832661 -0.69827322  0.93494925  0.91397692
 -0.84756447 -0.08971131  0.89191934 -0.43738297 -0.63555173 -0.05811332
  0.59059789 -0.24508346 -0.20563098  0.40747732 -0.74162958 -0.93855021
 -0.29722854  0.07553361  0.62725755 -0.19640378  0.10092833 -0.63165852
 -0.64542928 -0.18549985  0.26269014 -0.94637542  0.70907283 -0.79613614
  0.29515056  0.39940633 -0.96327601  0.25629741]"
3,6,0.1,0.0,1.0,0.0,0,"[-0.8792594   0.97946131  0.88832661 -0.6518992   0.93494925  0.9822731
 -0.84756447 -0.17748161  0.89191934 -0.43738297 -0.6348709  -0.05811332
  0.59059789 -0.38868679 -0.20563098  0.40747732 -0.60931958 -0.98382911
 -0.38185384  0.07553361  0.62725755 -0.22927303  0.10092833 -0.60470937
 -0.59187198 -0.2792202   0.26269014 -0.94637542  0.70907283 -0.79613614
  0.19114014  0.39940633 -0.96327601  0.25629741]"
3,7,0.15471111111111102,0.42283333333333334,1.0,0.01011111111111111,0,"[-0.28409753  0.96140879  0.58854113 -0.70092739 -0.80948686 -0.1657476
  0.84634595 -0.66535523 -0.69424735  0.99137473  0.33888691  0.0571801
  0.19147895 -0.23736549 -0.30276296 -0.90820092  0.06118894  1.06695852
 -0.03404497  0.88576048 -0.81643158 -0.19808593  0.40728035 -0.44742075
 -0.62057124 -0.34509971  0.41595668  0.03286278  0.41317474  0.68593173
  0.21550298  0.52597108  0.22657132 -0.90058592]"
3,8,0.1558666666666666,0.42433333333333334,1.0,0.012666666666666666,0,"[ 0.23553647  0.99596276  0.27528116 -0.16423743 -0.87881496 -0.19097553
  0.22750103 -0.54372803 -0.25104147 -0.63563455  0.20930263  0.13461603
  0.31989181 -0.82151493 -0.36441034  0.19671562 -0.22632028  0.70887709
  0.87028991  0.05979799 -0.70916257  0.61218502  0.3727015   0.18787327
  0.85610591  0.39903601  0.00885568 -0.60556672  0.9545081   1.01579337
 -0.70124799  0.23094435  0.4562376  -0.34209527]"
3,9,0,0.5603333333333333,0.9965,0.010277777777777778,21,"[-0.9348109  -0.57046496  0.96716439  0.55201449 -0.8         1.
 -0.51307161  0.5         0.5        -1.          0.437023   -1.
  1.09103781 -0.51245889  1.         -0.55393401 -1.06908222  0.51295767
 -1.          0.48925505  0.1        -0.06619996  0.2        -0.2
  0.87425539 -0.50976597 -0.47031953  0.8         0.3        -0.3
 -0.3         0.3         0.4562376  -0.34209527]"
3,10,0.4989555555555555,0.9958333333333333,1.0,0.014555555555555556,0,"[-0.27172197  0.98322585  0.60363502 -0.70092739 -0.68608093 -0.1657476
  0.22750103 -0.54372803 -0.27111584 -0.63563455  0.21108847  0.13461603
  0.31989181 -0.82151493 -0.36441034  0.19671562 -0.22632028  0.70887709
  0.87028991  0.12730569 -0.713981    0.61218502  0.3727015   0.21109907
  0.85610591  0.39903601 -0.06594666 -0.60556672  0.9545081   1.00955229
 -0.70124799  0.23094435  0.1         0.1       ]"
4,1,0.499811111111111,1.0,0.9993333333333333,0.00011111111111111112,4,"[-0.9348109  -0.57046496  0.96716439  0.55201449 -0.8         1.
 -0.5         0.5         0.5        -1.          0.43725501 -1.
  1.         -0.5         1.         -0.55393401 -1.          0.5
 -1.          0.48925505  0.1        -0.06619996  0.2        -0.2
  0.87425539 -0.5        -0.47031953  0.8         0.3        -0.3
 -0.3         0.3         0.1         0.1       ]"
4,2,0.25841111111111115,0.5948333333333333,1.0,0.015111111111111112,0,"[-0.27172197  0.98322585  0.60363502 -0.70092739 -0.68608093 -0.1657476
  0.22750103 -0.54372803 -0.27111584 -0.63563455  0.21108847  0.13461603
  0.31989181 -0.82151493 -0.36441034  0.19671562 -0.22632028  0.70887709
  0.87028991  0.12730569 -0.713981    0.61218502  0.3727015   0.21109907
  0.85610591  0.39903601 -0.06594666 -0.60556672  0.9545081   1.00955229
 -0.70124799  0.23094435  0.1         0.1       ]"
4,3,0.0917444444444444,0.9955,0.9771666666666666,0.012944444444444444,137,"[-0.36646988  0.98322585  0.60363502 -0.70092739 -0.68608093 -0.1657476
  0.22750103 -0.54372803 -0.27111584 -0.63563455  0.21108847  0.13461603
  0.31989181 -0.84449407 -0.36441034  0.20543535 -0.22632028  0.70887709
  0.87028991  0.12730569 -0.713981    0.61218502  0.37199667  0.20201774
  0.85610591  0.39903601 -0.06594666 -0.60556672  0.9545081   0.99020441
 -0.70124799  0.23094435  0.1         0.1       ]"
4,4,0.061266666666666636,0.26666666666666666,1.0,0.012666666666666666,0,"[-0.28735226  0.96140879  0.58854113 -0.70092739 -0.80948686 -0.1657476
  0.22750103 -0.54372803 -0.25104147 -0.63563455  0.20930263  0.13461603
  0.31989181 -0.82151493 -0.36441034  0.19671562 -0.22632028  0.67020456
  0.94605873  0.0535345  -0.61364649  0.61218502  0.3727015   0.18787327
  0.93990616  0.39903601  0.00885568 -0.60556672  0.9545081   1.00955229
 -0.70124799  0.23094435  0.4562376  -0.34209527]"
4,5,0.4997666666666666,0.9963333333333333,0.9991666666666666,0.022166666666666668,5,"[-0.29489901  0.96140879  0.58854113 -0.70092739 -0.7977834  -0.1657476
  0.22750103 -0.54372803  0.5        -1.0468967   0.43725501 -1.01158921
  0.99613243 -0.56111537  1.         -0.51542984 -1.          0.53336543
 -1.          0.48925505  0.1        -0.08442149  0.2        -0.19175073
  0.87425539 -0.5        -0.46365053  0.84582938  0.30419418 -0.3
 -0.3         0.23193864  0.13060178  0.05726121]"
4,6,0.4999111111111111,0.9963333333333333,0.9991666666666666,0.02361111111111111,5,"[-0.28409753  0.99884444  0.58854113 -0.70092739 -0.7977834  -0.1657476
  0.22750103 -0.54372803  0.5        -1.09567698  0.43725501 -0.96291343
  0.98990175 -0.5         1.         -0.56890142 -1.          0.5
 -1.          0.48925505  0.1        -0.06619996  0.2        -0.2
  0.87425539 -0.38698388 -0.47031953  0.8         0.35114317 -0.3
 -0.3         0.3         0.08671148  0.05726121]"
4,7,0.5000055555555555,1.0,1.0,5.555555555555556e-05,0,"[-0.16486338  0.98322585  0.60363502 -0.69827322  0.93494925  0.91397692
 -0.84756447 -0.08971131  0.89191934 -0.43738297 -0.63555173 -0.05811332
  0.52580773 -0.24508346 -0.18886898  0.40747732 -0.74162958 -0.93855021
 -0.29722854  0.07553361  0.62725755 -0.19640378  0.10092833 -0.63165852
 -0.62818888 -0.18549985  0.26269014 -0.94637542  0.70907283 -0.84430547
  0.29515056  0.39940633 -0.96327601  0.25629741]"
4,8,0.11072777777777776,0.3486666666666667,1.0,0.015277777777777777,0,"[-0.94566066  0.97946131  0.88832661 -0.70092739 -0.68608093 -0.1657476
  0.22750103 -0.54372803 -0.27111584 -0.63563455  0.21108847  0.13461603
  0.31989181 -0.82151493 -0.36441034  0.13994085 -0.33835573  0.70887709
  0.87028991  0.12730569 -0.72936552  0.61218502  0.3727015   0.21109907
  0.85610591  0.39903601 -0.06594666 -0.60556672  0.9545081   0.94381611
 -0.70124799  0.23094435  0.1         0.1       ]"
4,9,0.3679833333333332,0.7781666666666667,1.0,0.010833333333333334,0,"[-0.27172197  0.98322585  0.60363502 -0.70092739 -0.68608093 -0.1657476
  0.22750103 -0.54372803 -0.27111584 -0.63563455  0.21108847  0.15200652
  0.31989181 -0.82015885 -0.36441034  0.19671562 -0.22632028  0.70887709
  0.87028991  0.12730569 -0.713981    0.61218502  0.3727015   0.21109907
  0.85610591  0.39903601 -0.06594666 -0.60556672  1.13524508  1.00955229
 -0.3         0.3         0.07773462  0.05726121]"
4,10,0,1.0,0.17116666666666666,0.021833333333333333,4973,"[-0.28409753  1.06334084  0.58854113 -0.70092739 -0.7977834  -0.1657476
  0.22750103 -0.54372803  0.5        -0.97315344  0.42790303 -1.01158921
  1.         -0.5         1.         -0.55393401 -1.04510894  0.5
 -1.          0.48925505  0.1        -0.04229505  0.2        -0.25450967
  0.87425539 -0.5        -0.47031953  0.8         0.35114317 -0.26177957
 -0.70124799  0.23094435  0.16949939  0.1       ]"
5,1,0.4999555555555556,1.0,0.9998333333333334,5.555555555555556e-05,1,"[-0.16486338  0.98322585  0.60363502 -0.69827322  0.93494925  0.91397692
 -0.84756447 -0.08971131  0.89191934 -0.43738297 -0.63555173 -0.05811332
  0.52580773 -0.24508346 -0.18886898  0.40747732 -0.74162958 -0.93855021
 -0.29722854  0.07553361  0.62725755 -0.19640378  0.10092833 -0.63165852
 -0.62818888 -0.18549985  0.26269014 -0.94637542  0.70907283 -0.84430547
  0.29515056  0.39940633 -0.96327601  0.25629741]"
5,2,0,1.0,0.5501666666666667,0.011888888888888888,2699,"[-0.28409753  0.99884444  0.58854113 -0.70092739 -0.7977834  -0.1657476
  0.22750103 -0.54372803  0.5        -1.09567698  0.43725501 -0.96291343
  0.98990175 -0.5         1.         -0.56890142 -1.          0.5
 -1.          0.48925505  0.1        -0.06619996  0.2        -0.2
  0.87425539 -0.38698388 -0.47031953  0.8         0.35114317 -0.3
 -0.3         0.3         0.08671148  0.05726121]"
5,3,0.10012222222222222,0.00016666666666666666,0.9998333333333334,5.555555555555556e-05,1,"[-0.27172197  0.98322585  0.60363502 -0.70092739 -0.71356323 -0.1657476
  0.22750103 -0.54372803 -0.27111584 -0.63563455  0.21108847  0.15283
  0.31989181 -0.24508346 -0.18886898  0.40747732 -0.71722054 -0.93855021
 -0.36713327  0.07553361  0.62725755 -0.21375398  0.10092833 -0.62519683
 -0.5461417  -0.16299345  0.26269014 -0.94637542  0.70907283 -0.84430547
  0.29515056  0.39940633 -0.96327601  0.25629741]"
5,4,0.05028333333333329,0.24883333333333332,1.0,0.009833333333333333,0,"[-0.16486338  0.98322585  0.60363502 -0.69827322  0.93494925  0.91397692
 -0.84756447 -0.08971131  0.89191934 -0.43738297 -0.63555173 -0.05811332
  0.52580773 -0.73871746 -0.36441034  0.19671562 -0.19458656  0.70887709
  0.87028991  0.12730569 -0.713981    0.61218502  0.3727015   0.21109907
  0.85610591  0.39903601 -0.06594666 -0.60556672  0.9376538   0.94363023
 -0.70124799  0.23094435  0.1         0.1       ]"
5,5,0,0.9993333333333333,0.006166666666666667,0.0003333333333333333,5963,"[-0.9348109  -0.57046496  0.96716439  0.55201449 -0.8         1.
 -0.5         0.5         0.49973406 -1.          0.43725501 -1.
  1.         -0.5         1.07193602 -0.6783703  -1.          0.5
 -1.          0.48925505  0.1        -0.06619996  0.3574211   0.21109907
  0.85610591  0.39903601 -0.06594666 -0.60556672  1.13524508  1.00955229
 -0.3         0.33416855  0.07773462  0.05726121]"
5,6,0,0.9493333333333334,0.6278333333333334,0.04172222222222222,2233,"[-0.27172197  0.98322585  0.60363502 -0.70092739 -0.68608093 -0.1657476
  0.22750103 -0.54372803 -0.27111584 -0.63563455  0.21108847  0.20258844
  0.31989181 -0.82015885 -0.39141983  0.19671562 -0.22632028  0.70887709
  0.82338884  0.12730569 -0.713981    0.61218502  0.2        -0.2
  0.91914162 -0.5        -0.47031953  0.8         0.3        -0.3
 -0.34287164  0.3         0.1         0.1       ]"
5,7,0.09923333333333328,0.9971666666666666,0.998,0.015333333333333332,12,"[-0.28409753  0.99884444  0.58854113 -0.70092739 -0.7977834  -0.1657476
  0.22750103 -0.54372803  0.48328915 -1.09567698  0.43725501 -1.02894509
  0.98990175 -0.5        -0.36441034  0.19671562 -0.19521771  0.70887709
  0.87028991  0.12730569 -0.713981    0.61218502  0.3727015   0.21109907
  0.85610591  0.39903601 -0.06594666 -0.60556672  1.11487857  1.00955229
 -0.30657705  0.3         0.07773462  0.05726121]"
5,8,0,0.9993333333333333,0.06216666666666667,0.001388888888888889,5627,"[-0.27172197  0.91473543  0.62464215 -0.70092739 -0.65059334 -0.1657476
  0.22750103 -0.54072332 -0.27111584 -0.63563455  0.21108847  0.15200652
  0.28209313 -0.82015885  1.06620081 -0.56890142 -1.          0.5
 -1.          0.48925505  0.1        -0.06619996  0.23109078 -0.11849
  0.87425539 -0.46364555 -0.47031953  0.8         0.29273903 -0.3
 -0.3         0.3         0.14331356  0.05726121]"
5,9,0.49987222222222205,0.999,0.9991666666666666,0.007222222222222222,5,"[-0.9348109  -0.57046496  0.96716439  0.55201449 -0.8         1.
 -0.52385854  0.54662876  0.5        -1.          0.49215922 -0.97860036
  0.99613243 -0.56111537  1.07641163 -0.51542984 -1.          0.53336543
 -0.93863071  0.48925505  0.1        -0.08442149  0.2        -0.19175073
  0.87425539 -0.5        -0.46365053  0.84582938  0.30419418 -0.24562015
 -0.3         0.23193864  0.13060178  0.05726121]"
5,10,0.5007555555555555,0.998,0.9991666666666666,0.022055555555555554,5,"[-0.29489901  0.96140879  0.58854113 -0.70092739 -0.7977834  -0.1657476
  0.22750103 -0.54372803  0.5        -1.0468967   0.43725501 -1.
  1.00756933 -0.5         1.         -0.55393401 -1.          0.5
 -1.          0.48925505  0.09754281 -0.06619996  0.2        -0.2
  0.87425539 -0.5        -0.47031953  0.8         0.34579157 -0.3
 -0.28012511  0.3         0.1         0.06200713]"
6,1,0,0.9996666666666667,0.30783333333333335,0.0065,4153,"[-0.29489901  0.96140879  0.58854113 -0.70092739 -0.7977834  -0.1657476
  0.22750103 -0.54372803  0.5        -1.0468967   0.43725501 -1.
  1.00756933 -0.5         1.         -0.55393401 -1.          0.5
 -1.          0.48925505  0.09754281 -0.06619996  0.2        -0.2
  0.87425539 -0.5        -0.47031953  0.8         0.34579157 -0.3
 -0.28012511  0.3         0.1         0.06200713]"
6,2,0.10012222222222222,0.00016666666666666666,0.9998333333333334,5.555555555555556e-05,1,"[-0.16486338  0.98322585  0.60363502 -0.69827322  0.93494925  0.91397692
 -0.84756447 -0.08971131  0.89191934 -0.43738297 -0.63555173 -0.05811332
  0.52580773 -0.24508346 -0.18886898  0.40747732 -0.74162958 -0.93855021
 -0.29722854  0.07553361  0.62725755 -0.19640378  0.10092833 -0.63165852
 -0.62818888 -0.18549985  0.26269014 -0.94637542  0.70907283 -0.84430547
  0.29515056  0.39940633 -0.96327601  0.25629741]"
6,3,0.4998999999999999,0.9998333333333334,1.0,0.0,0,"[-0.92924552 -0.55123354  0.93514903  0.55201449 -0.84915311  1.06700689
 -0.5         0.5         0.49973406 -1.12045521  0.43725501 -1.
  1.         -0.5         1.07193602 -0.6783703  -1.          0.50717026
 -1.          0.48925505  0.1        -0.06619996  0.3574211   0.21109907
  0.87709027  0.36257588 -0.09763071 -0.60556672  1.13524508  1.00955229
 -0.3         0.3         0.1         0.12663502]"
6,4,0.02561666666666662,0.9885,0.7695,0.016666666666666666,1383,"[-0.29489901  0.93439089  0.58854113 -0.66876975 -0.7977834  -0.1657476
  0.25590525 -0.54372803  0.41416795 -1.0468967   0.47129485 -1.
  1.05423847 -0.5         1.         -0.55393401 -1.          0.5
 -1.          0.48925505  0.09754281 -0.06619996  0.2        -0.20581311
  0.87425539 -0.5        -0.47031953  0.8         0.34579157 -0.3
 -0.28012511  0.33416855  0.07773462  0.05726121]"
