Generation,AverageFitness,AverageDetectedCollisions,AverageActualCollisions,genome
1,15.343666666666667,74.2,48.6,"[array([ 0.89449715, -0.70303505, -0.5972324 ,  0.37378358,  0.84901117,
        0.24549888, -0.92458972,  0.40822237,  0.86402512,  0.01475288,
        0.86045723, -0.583146  ,  0.08111894,  0.92957906, -0.46195134,
       -0.12777487,  0.58410911,  0.00754262,  0.80878553,  0.12041706,
        0.03438911,  0.66864705, -0.19406244,  0.36589591,  0.34101802,
        0.14785377,  0.6022511 , -0.82298692, -0.59931061,  0.87418242,
       -0.89110492,  0.77861189,  0.63114405, -0.78928231]), array([-0.61988751, -0.01321623,  0.82300308, -0.85697101,  0.12295236,
       -0.77118606, -0.69264749,  0.89348302,  0.71462881, -0.1266287 ,
       -0.82381692,  0.18022106, -0.76201559, -0.57623154, -0.01214858,
       -0.35893303,  0.58355201,  0.6670399 ,  0.40152895,  0.97524417,
       -0.89307408, -0.38486785,  0.95695232, -0.00392119,  0.30633139,
        0.22880682, -0.79376151,  0.90431114,  0.33951067,  0.03649997,
        0.32705173, -0.76662016,  0.93119448,  0.52903594]), array([-0.178621  , -0.51405836,  0.22242591,  0.38296172,  0.5033037 ,
       -0.45086624, -0.63595623,  0.76029118, -0.14637454, -0.51367821,
        0.01183406,  0.66355241, -0.53828322,  0.83550394, -0.2175348 ,
        0.7725081 ,  0.32299081, -0.00999577, -0.5800892 , -0.5997439 ,
        0.07937706, -0.86488902, -0.27362073,  0.29316906, -0.66446412,
        0.27216209,  0.42094877,  0.15365444,  0.00396832,  0.24964919,
       -0.47136068, -0.76146281,  0.37237693, -0.25285491]), array([ 0.25928915, -0.30610024, -0.68701559,  0.51712971,  0.29675163,
       -0.01235426,  0.7436669 ,  0.48496462,  0.77332796,  0.6930668 ,
        0.34220647, -0.59015769, -0.05174467,  0.97587973, -0.04821263,
        0.00248387,  0.12720063,  0.63794162,  0.87200408,  0.46905168,
       -0.59450834, -0.62291881, -0.15579742, -0.80358959, -0.41470322,
        0.88771918, -0.98055623, -0.44664866,  0.28899521,  0.9340795 ,
        0.51900938, -0.89989864,  0.47028912, -0.19869337]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([ 0.40351786, -0.11941254, -0.6633697 ,  0.35172547,  0.08924582,
        0.51012367,  0.82008656,  0.47656179, -0.11758018,  0.00488402,
       -0.30868154, -0.6851757 ,  0.51964762, -0.70543063, -0.23731914,
        0.4675364 ,  0.94947131,  0.18106251, -0.36130667,  0.28269293,
       -0.66820466,  0.67540285, -0.66959531,  0.5024151 ,  0.40342535,
       -0.63101417, -0.79333895,  0.91759838,  0.76765978, -0.98188442,
       -0.9264894 ,  0.04978079,  0.0286768 ,  0.75304722]), array([-0.85333622, -0.4106221 , -0.40245125, -0.31441618, -0.13400438,
        0.26012046,  0.65814442,  0.29697853, -0.06282332, -0.39582578,
        0.41164414,  0.31932818, -0.53283249, -0.40788209,  0.60066945,
       -0.0684231 ,  0.14693136, -0.81881836, -0.32371699, -0.58388992,
       -0.95738526,  0.26419012, -0.38373671,  0.72657794,  0.98828416,
       -0.9438464 ,  0.30981543,  0.31268613,  0.90740441, -0.73998083,
        0.28481167, -0.04230424, -0.05401135,  0.67883753]), array([-0.75647621,  0.69375484,  0.91914776, -0.62696976, -0.59633171,
        0.26424834,  0.7629682 , -0.24410756, -0.4864472 , -0.12545327,
        0.89040864, -0.47108106,  0.44878592,  0.88739484,  0.24458293,
        0.99091592,  0.40381149, -0.00988199,  0.21098309, -0.97665404,
       -0.51090355,  0.43568608, -0.72363442,  0.22293045, -0.79462402,
        0.31142871,  0.07521446, -0.97215231,  0.73767217, -0.70650411,
       -0.5770742 ,  0.38469293,  0.28196341,  0.06086116]), array([ 0.26139753, -0.22323356,  0.72516821, -0.12655295, -0.04419593,
        0.9605885 , -0.63489698, -0.00956552, -0.96157121,  0.26302126,
       -0.9752319 ,  0.17234619,  0.40663366, -0.56261084, -0.69894039,
       -0.83925569,  0.67366431,  0.61987076,  0.34197593,  0.78564252,
       -0.28380026, -0.91061315,  0.156021  , -0.70831117,  0.05470223,
       -0.21783674, -0.76087672, -0.088792  ,  0.82205271, -0.69877505,
       -0.03486528, -0.45469339, -0.5981367 , -0.78883617]), array([-0.77287043,  0.35628346,  0.44633585, -0.45630353, -0.67790272,
       -0.98787363, -0.58199932,  0.41258775,  0.67042683,  0.56416776,
       -0.34529945,  0.66440724, -0.32049661, -0.03440821,  0.62266522,
       -0.4528422 ,  0.89580857, -0.4221364 ,  0.75984417,  0.10495774,
       -0.62927264, -0.31451061,  0.77704062, -0.36253307,  0.54453608,
       -0.04704826, -0.48142041, -0.79774595,  0.39574552,  0.35698479,
        0.58123076,  0.1949151 , -0.45900141,  0.91670139])]"
2,29.657999999999998,26.1,15.2,"[array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([ 0.26139753, -0.22323356,  0.72516821, -0.12655295, -0.04419593,
        0.9605885 , -0.63489698, -0.00956552, -0.96157121,  0.26302126,
       -0.9752319 ,  0.17234619,  0.40663366, -0.56261084, -0.69894039,
       -0.83925569,  0.67366431,  0.61987076,  0.34197593,  0.78564252,
       -0.28380026, -0.91061315,  0.156021  , -0.70831117,  0.05470223,
       -0.21783674, -0.76087672, -0.088792  ,  0.82205271, -0.69877505,
       -0.03486528, -0.45469339, -0.5981367 , -0.78883617]), array([ 0.89449715, -0.70303505, -0.5972324 ,  0.37378358,  0.84901117,
        0.24549888, -0.92458972,  0.40822237,  0.86402512,  0.01475288,
        0.86045723, -0.583146  ,  0.08111894,  0.92957906, -0.46195134,
       -0.12777487,  0.58410911,  0.00754262,  0.80878553,  0.12041706,
        0.03438911,  0.66864705, -0.19406244,  0.36589591,  0.34101802,
        0.14785377,  0.6022511 , -0.82298692, -0.59931061,  0.87418242,
       -0.89110492,  0.77861189,  0.63114405, -0.78928231]), array([-0.89311755, -0.15058291, -0.35842052,  0.25778396,  0.78657606,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.79241849, -0.59931061,  0.87418242,
       -0.89110492,  0.73753378,  0.63114405, -0.78928231]), array([ 0.89449715, -0.70303505, -0.5972324 ,  0.39446878,  0.84105402,
        0.24549888, -0.92458972,  0.36433014,  0.86402512,  0.01475288,
        0.87231719, -0.583146  ,  0.08111894,  0.92957906, -0.46195134,
       -0.12777487,  0.58410911,  0.00754262,  0.80878553,  0.19529627,
        0.03438911,  0.66864705, -0.19406244,  0.36589591,  0.34101802,
        0.14785377,  0.6022511 , -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([ 0.89449715, -0.70303505, -0.5972324 ,  0.37378358,  0.84901117,
        0.24549888, -0.92458972,  0.41725168,  0.86402512, -0.0721219 ,
        0.86045723, -0.583146  ,  0.08111894,  0.92957906, -0.41207114,
       -0.12777487,  0.58410911,  0.00754262,  0.80878553,  0.12041706,
        0.03438911,  0.66864705, -0.19406244,  0.36589591,  0.34101802,
        0.14785377, -0.76087672, -0.088792  ,  0.82205271, -0.70014501,
       -0.03486528, -0.46218169, -0.55786428, -0.78883617]), array([ 0.26139753, -0.22323356,  0.72516821, -0.14296966, -0.04419593,
        0.98967216, -0.75452154, -0.03060064, -0.96157121,  0.26203023,
       -0.9752319 ,  0.17234619,  0.40663366, -0.56261084, -0.69894039,
       -0.83925569,  0.67366431,  0.61987076,  0.34197593,  0.78564252,
       -0.31463167, -0.91061315,  0.156021  , -0.70831117,  0.05470223,
       -0.21783674,  0.6022511 , -0.82298692, -0.59931061,  0.87418242,
       -0.89110492,  0.77861189,  0.66188201, -0.81862779]), array([ 0.26139753, -0.22323356,  0.72516821, -0.12655295, -0.04419593,
        0.99627716, -0.63489698, -0.00956552, -0.96157121,  0.26302126,
       -0.9752319 ,  0.17234619,  0.40663366, -0.49584787, -0.69894039,
       -0.83925569,  0.67366431,  0.61987076,  0.34197593,  0.78564252,
       -0.28380026, -0.91061315,  0.22967165, -0.70831117,  0.05470223,
       -0.21783674, -0.76087672, -0.088792  ,  0.84360147, -0.61840923,
       -0.82183704,  0.77861189,  0.63114405, -0.78928231]), array([ 0.89449715, -0.70303505, -0.5972324 ,  0.37378358,  0.84901117,
        0.2411303 , -0.85398404,  0.40822237,  0.86402512,  0.01475288,
        0.86045723, -0.583146  ,  0.08111894,  0.93678351, -0.46195134,
       -0.18678898,  0.58348128,  0.00754262,  0.80878553,  0.18447808,
        0.03438911,  0.66864705, -0.25683956,  0.36589591,  0.34101802,
        0.14785377,  0.52240347, -0.82298692, -0.59931061,  0.84985415,
       -0.03486528, -0.45469339, -0.5981367 , -0.78883617])]"
3,26.821999999999996,38.4,61.3,"[array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([ 0.26139753, -0.22323356,  0.72516821, -0.12655295, -0.04419593,
        0.9605885 , -0.63489698, -0.00956552, -0.96157121,  0.26302126,
       -0.9752319 ,  0.17234619,  0.40663366, -0.56261084, -0.69894039,
       -0.83925569,  0.67366431,  0.61987076,  0.34197593,  0.78564252,
       -0.28380026, -0.91061315,  0.156021  , -0.70831117,  0.05470223,
       -0.21783674, -0.76087672, -0.088792  ,  0.82205271, -0.69877505,
       -0.03486528, -0.45469339, -0.5981367 , -0.78883617]), array([-0.81190381, -0.15058291, -0.35842052,  0.30857149,  0.79644901,
       -0.72916399,  0.38527176, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.21492224, -0.26960076,  0.80499365,
       -0.93747495,  0.17632371,  0.76311593,  0.06426236, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.34969281, -0.9244843 ,
       -0.09251696, -0.83089322, -0.58588169, -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.79721743,  0.97863279,  0.73460529,
       -0.78999893, -0.36227817,  0.23536533, -0.26960076,  0.8686029 ,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2667754 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.72404673,
       -0.78999893, -0.41656429,  0.22532567, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.81870553,  0.14738733, -0.83747001,
        0.11499116, -0.28190609,  0.78630488,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.86143454, -0.6328035 , -0.42398921]), array([-0.81862011, -0.05507196, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37861455, -0.80035936,  0.97863279,  0.7642345 ,
       -0.78999893, -0.41656429,  0.23536533, -0.27261469,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.07082507, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.2868874 , -0.9244843 ,
       -0.09251696, -0.81269559, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.88190396,  0.97863279,  0.73460529,
       -0.76426734,  0.17234619,  0.41698353, -0.56790927, -0.69894039,
       -0.83925569,  0.67366431,  0.61987076,  0.34197593,  0.78564252,
       -0.28380026, -0.91061315,  0.156021  , -0.70831117,  0.05470223,
       -0.21783674, -0.76087672, -0.088792  ,  0.82205271, -0.69877505,
        0.01416408, -0.4107491 , -0.5981367 , -0.74866335]), array([ 0.26139753, -0.22323356,  0.72516821, -0.12655295, -0.04419593,
        0.95002136, -0.63489698, -0.00956552, -0.96157121,  0.26302126,
       -1.08014607, -0.41656429,  0.28900534, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.21636054, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.03543671, -0.83089322, -0.6328035 , -0.42398921])]"
4,36.392,105.6,50.8,"[array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.28778409,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.86780196,
        0.2034204 , -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.61903701, -0.44896889]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.4135993 , -0.80035936,  0.97863279,  0.77770784,
       -0.78999893, -0.4390386 ,  0.23536533, -0.24480047,  0.78675493,
       -0.92660232,  0.19876709,  0.77822387,  0.06595669, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22972065,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.57646109, -0.42599544]), array([-0.81862011, -0.17593486, -0.38411644,  0.3022683 ,  0.79644901,
       -0.71160609,  0.42215954, -0.73269997,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.07890602, -0.84386925,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.06101361, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.8010917 , -0.17704568, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.66231328,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.10741832, -0.28190609,  0.79874827,  0.98266215, -0.22104566,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.87620402, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.45372625,  0.3022683 ,  0.7759204 ,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.52419724,  0.22722483, -0.28457369,  0.81426047,
       -0.92660232,  0.19876709,  0.80950811,  0.10786991, -0.84135894,
        0.03175036, -0.30361048,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.78673743, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.34855452,  0.3022683 ,  0.79644901,
       -0.76219923,  0.37079722, -0.80055207,  0.97863279,  0.73460529,
       -0.78999893, -0.38609122,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921])]"
5,14.556333333333333,41.5,20.1,"[array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.4135993 , -0.80035936,  0.97863279,  0.77770784,
       -0.78999893, -0.4390386 ,  0.23536533, -0.24480047,  0.78675493,
       -0.92660232,  0.19876709,  0.77822387,  0.06595669, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22972065,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.57646109, -0.42599544]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.4135993 , -0.80035936,  0.97863279,  0.77770784,
       -0.78999893, -0.4390386 ,  0.23536533, -0.24480047,  0.78675493,
       -0.92660232,  0.19876709,  0.77822387,  0.06595669, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22972065,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.57646109, -0.42599544]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.28102248, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.22892189,  0.83868676,
       -0.92660232,  0.19876709,  0.74513822,  0.06595669, -0.83747001,
        0.02000226, -0.22380034,  0.79874827,  0.98694484, -0.24926393,
        0.2970716 , -0.11397495, -0.82659136, -0.33701844, -0.87044811,
       -0.09251696, -0.83089322, -0.57646109, -0.47849466]), array([-0.81862011, -0.15058291, -0.35842052,  0.27814919,  0.79644901,
       -0.72916399,  0.4135993 , -0.80035936,  0.97863279,  0.77770784,
       -0.8815729 , -0.46680151,  0.23536533, -0.24480047,  0.78675493,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.85127884,
        0.13016238, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.20263541, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.39455875]), array([-0.81862011, -0.15058291, -0.42982747,  0.35795419,  0.82503068,
       -0.68608905,  0.37079722, -0.71091674,  0.88159582,  0.66449554,
       -0.71918791, -0.41656429,  0.23536533, -0.26960076,  0.77615581,
       -0.92660232,  0.19876709,  0.76311593,  0.08215652, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.97746632, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.87994164, -0.6328035 , -0.42398921]), array([-0.86088681, -0.12951814, -0.35842052,  0.41192319,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.30766496,  0.83868676,
       -0.92660232,  0.19876709,  0.76311593,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.15058291, -0.35842052,  0.3022683 ,  0.79644901,
       -0.72916399,  0.37079722, -0.80035936,  0.97863279,  0.76356965,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.83868676,
       -0.92660232,  0.19876709,  0.66643747,  0.08621385, -0.83747001,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.82659136, -0.31912147, -0.9244843 ,
       -0.0620697 , -0.83089322, -0.6328035 , -0.42398921]), array([-0.81862011, -0.16395593, -0.35842052,  0.23435934,  0.79644901,
       -0.72916399,  0.2975592 , -0.79375946,  0.97863279,  0.73460529,
       -0.78999893, -0.41656429,  0.23536533, -0.26960076,  0.91040963,
       -0.92660232,  0.2822118 ,  0.76311593,  0.08621385, -0.85553159,
        0.11499116, -0.28190609,  0.79874827,  0.98694484, -0.22510331,
        0.2970716 , -0.11397495, -0.76410265, -0.31912147, -0.9244843 ,
       -0.09251696, -0.83089322, -0.6328035 , -0.43054199])]"
