Generation,Individual,Fitness,Score_Color_Line,Score_Proximity_Collisions,Score_Distance_Area,Collisions,genome
1,1,0.23672222222222228,0.5888333333333333,0.9415,0.009722222222222222,351,"[ 1.  -0.8  0.5 -0.5 -0.8  1.  -0.5  0.5  0.5 -1.   0.5 -1.   1.  -0.5
  1.  -0.5 -1.   0.5 -1.   0.5  0.1 -0.1  0.2 -0.2  0.8 -0.5 -0.5  0.8
  0.3 -0.3 -0.3  0.3  0.1  0.1]"
1,2,0.6952055555555556,0.992,1.0,5.555555555555556e-05,0,"[-1.44042298e-02 -4.99448582e-01 -2.00587711e-01 -8.88278772e-01
 -4.68744626e-01 -8.15789299e-01 -9.21671211e-02 -4.99186805e-01
 -2.85047804e-01 -5.81310805e-01 -7.48407935e-01  4.22549359e-01
 -2.28175695e-01  5.03347743e-01  1.40902211e-01  4.83709790e-01
  2.97210567e-02  3.86859125e-01  7.90440172e-01 -6.54513378e-01
 -4.17886729e-01  6.44956188e-02 -8.48753531e-01 -5.97852923e-01
 -2.22018475e-01  6.03886852e-01 -9.76663101e-01  6.71152408e-01
 -1.47397026e-04  4.79774164e-01  8.99637053e-01  8.16943030e-01
 -3.82513905e-01  4.54173322e-01]"
1,3,0.6928000000000001,0.988,1.0,0.0,0,"[ 0.33408052 -0.76295887 -0.88644823  0.73217667 -0.49311702 -0.74276226
  0.78136931 -0.77585807  0.08893693  0.9425043   0.86980199  0.54506707
 -0.4050432  -0.62153228  0.09517647  0.11773657  0.7827965   0.10403493
  0.49682256 -0.67050468 -0.74757367  0.67315217  0.13286371 -0.01074415
  0.39250583 -0.7558787  -0.27244726  0.12881027 -0.65898884 -0.47031614
 -0.95629208 -0.3258676  -0.00390348 -0.94316138]"
1,4,0.2563277777777777,0.8128333333333333,0.5503333333333333,0.035277777777777776,2698,"[ 0.70412387  0.66471869  0.3173936  -0.1031471  -0.73682574 -0.30384503
 -0.03447284 -0.09666355  0.28696229 -0.81891825 -0.69749785 -0.27158629
 -0.61774445  0.69610524  0.96123731 -0.84803324 -0.28458836  0.10649313
  0.11607571  0.97734509  0.05904087  0.71996908 -0.70167222 -0.48864731
  0.96615298 -0.55413492  0.67219369  0.62458705  0.89760001  0.78226809
 -0.40007682 -0.1811225  -0.3976882   0.93317999]"
1,5,0.10013888888888889,0.00016666666666666666,1.0,5.555555555555556e-05,0,"[ 0.28044687  0.53656363 -0.45018737 -0.9260292   0.58642205 -0.62568702
 -0.69002345  0.84278686  0.59345052 -0.424295   -0.20507624  0.98047537
  0.38828795 -0.14844894  0.92707056 -0.43813483 -0.12125232  0.62059026
 -0.07564078 -0.10118096 -0.93231908 -0.08474891  0.18948959 -0.82088578
 -0.70835753  0.51333606  0.84080003 -0.56358439 -0.96261667 -0.06845303
  0.37280335 -0.57527588 -0.24696472 -0.85869106]"
1,6,0.10013333333333334,0.00016666666666666666,1.0,0.0,0,"[-0.16047002 -0.31884971 -0.36610012 -0.87402713  0.87272262 -0.51678213
 -0.04773145  0.82365614  0.43906648 -0.95201195 -0.40963328  0.8438392
  0.25859908 -0.56830858 -0.2571256  -0.14084034 -0.33339353  0.46333915
 -0.08418426 -0.874812    0.05480967  0.78756823 -0.25925428  0.23772114
  0.08753553 -0.88086004  0.19616339 -0.83997882  0.76179727  0.90505981
 -0.38156756 -0.03624989 -0.79378542  0.85758869]"
1,7,0.1,0.0,1.0,0.0,0,"[ 0.1677016   0.56134039  0.69555376  0.0548393   0.79644096 -0.50866861
  0.80374885 -0.98700912  0.71290499  0.93491374 -0.80321227 -0.50635362
  0.44585365 -0.08579347 -0.15219118  0.02793242  0.19341951  0.35969925
 -0.19293883  0.17498984 -0.35909748  0.51182488 -0.28598792 -0.60288135
  0.86712579  0.45198462 -0.1734518   0.51999317  0.4672425   0.84137225
  0.74704288  0.33630385  0.08177783 -0.49070506]"
1,8,0.2586611111111111,0.8046666666666666,0.5743333333333334,0.035611111111111114,2554,"[-0.46911056 -0.29788445 -0.70378789  0.52480992 -0.96534927  0.67071521
  0.45411057  0.09493992  0.18294236 -0.77387058  0.46605131 -0.41472981
 -0.78011551 -0.8491384  -0.0256748   0.19528048 -0.86603565 -0.29589522
  0.30405677 -0.55156051  0.57524572  0.64274896 -0.92243869 -0.14378329
 -0.88357445  0.35215523  0.38235598 -0.01482704 -0.25905324 -0.65157518
 -0.85877194 -0.05262039 -0.43287278  0.81408291]"
1,9,0.10012222222222222,0.00016666666666666666,0.9998333333333334,5.555555555555556e-05,1,"[ 0.78206357  0.44406727  0.00959609 -0.69979197 -0.70779735 -0.83715249
 -0.43901859  0.33068178 -0.38247373 -0.76178895 -0.4798238  -0.07501225
  0.89143226 -0.36852428 -0.28043069  0.34042783  0.97638072  0.34245364
  0.15870266  0.90188982 -0.48207286  0.72543197 -0.25804003  0.58857827
  0.56748327  0.83658613  0.0534423  -0.88536888  0.81421276 -0.06206012
  0.55553362 -0.96177178 -0.98140481  0.4650317 ]"
1,10,0.10009444444444444,0.0,1.0,0.0009444444444444445,0,"[-0.6319767  -0.48323147  0.69058112 -0.10429806 -0.11564843  0.41647681
  0.70293363 -0.58257405 -0.54201914  0.16425029  0.95737636 -0.4269912
  0.79787208  0.42923183 -0.73630368 -0.14356073 -0.70582102  0.65414208
 -0.30925372  0.26163614 -0.28388138 -0.82753048  0.68297493  0.83077652
 -0.23702127 -0.39122461  0.17385118 -0.95000739 -0.62276893  0.36872962
 -0.76784591 -0.3466052   0.9474633  -0.77034231]"
2,1,0.10000555555555556,0.0,1.0,5.555555555555556e-05,0,"[-1.44042298e-02 -4.99448582e-01 -2.00587711e-01 -8.88278772e-01
 -4.68744626e-01 -8.15789299e-01 -9.21671211e-02 -4.99186805e-01
 -2.85047804e-01 -5.81310805e-01 -7.48407935e-01  4.22549359e-01
 -2.28175695e-01  5.03347743e-01  1.40902211e-01  4.83709790e-01
  2.97210567e-02  3.86859125e-01  7.90440172e-01 -6.54513378e-01
 -4.17886729e-01  6.44956188e-02 -8.48753531e-01 -5.97852923e-01
 -2.22018475e-01  6.03886852e-01 -9.76663101e-01  6.71152408e-01
 -1.47397026e-04  4.79774164e-01  8.99637053e-01  8.16943030e-01
 -3.82513905e-01  4.54173322e-01]"
2,2,0.1,0.0,1.0,0.0,0,"[ 0.33408052 -0.76295887 -0.88644823  0.73217667 -0.49311702 -0.74276226
  0.78136931 -0.77585807  0.08893693  0.9425043   0.86980199  0.54506707
 -0.4050432  -0.62153228  0.09517647  0.11773657  0.7827965   0.10403493
  0.49682256 -0.67050468 -0.74757367  0.67315217  0.13286371 -0.01074415
  0.39250583 -0.7558787  -0.27244726  0.12881027 -0.65898884 -0.47031614
 -0.95629208 -0.3258676  -0.00390348 -0.94316138]"
2,3,0.20735,0.13416666666666666,1.0,0.00016666666666666666,0,"[ 3.34080524e-01 -7.62958871e-01 -8.86448225e-01  7.32176671e-01
 -4.93117018e-01 -7.42762264e-01  7.81369314e-01 -7.75858069e-01
  8.89369289e-02  9.42504300e-01  8.69801990e-01  5.45067073e-01
 -4.05043200e-01 -6.21532275e-01  9.51764667e-02  1.17736569e-01
  7.82796503e-01  1.04034929e-01  4.96822555e-01 -6.70504677e-01
 -7.47573672e-01  6.73152175e-01  1.85483218e-01 -5.97852923e-01
 -2.22018475e-01  6.03886852e-01 -9.76663101e-01  6.71152408e-01
 -1.47397026e-04  4.79774164e-01  8.99637053e-01  8.16943030e-01
 -3.12120123e-01  5.42493921e-01]"
2,4,0.13438333333333335,0.04633333333333333,0.9721666666666666,0.001,167,"[-1.44042298e-02 -4.99448582e-01 -2.00587711e-01 -8.88278772e-01
 -4.68744626e-01 -8.15789299e-01 -1.11642669e-01 -4.99186805e-01
 -2.85047804e-01 -5.59311476e-01 -7.48407935e-01  4.22549359e-01
 -2.14571587e-01  5.03347743e-01  1.40902211e-01  4.83709790e-01
  2.97210567e-02  3.67941431e-01  7.90440172e-01 -6.54513378e-01
 -3.67126134e-01  6.44956188e-02 -8.48753531e-01 -7.07545632e-04
  3.92505826e-01 -7.61963785e-01 -2.72447257e-01  1.28810271e-01
 -6.58988845e-01 -4.70316142e-01 -9.56292078e-01 -3.56664837e-01
 -1.96631489e-02 -9.43161383e-01]"
2,5,0.2612777777777777,0.7931666666666667,0.6061666666666666,0.035277777777777776,2363,"[ 0.70412387  0.71398848  0.3173936  -0.1031471  -0.73682574 -0.30384503
 -0.04966353 -0.09666355  0.28696229 -0.81891825 -0.69749785 -0.27158629
 -0.61774445  0.69610524  0.92092231 -0.84803324 -0.86603565 -0.29589522
  0.30405677 -0.61171912  0.57524572  0.64274896 -0.94192452 -0.14378329
 -0.88357445  0.35215523  0.38235598 -0.01482704 -0.26195173 -0.65157518
 -0.85877194 -0.05262039 -0.43287278  0.81408291]"
2,6,0.47172222222222215,0.9778333333333333,0.949,0.0032222222222222222,306,"[-0.46911056 -0.29788445 -0.70378789  0.52480992 -0.96534927  0.67071521
  0.45411057  0.09493992  0.18294236 -0.73799609  0.46605131 -0.41472981
 -0.78011551 -0.8491384  -0.0256748   0.19528048 -0.28458836  0.10649313
  0.11607571  0.97734509  0.05904087  0.71996908 -0.70167222 -0.48864731
  0.96615298 -0.55413492  0.67219369  0.62458705  0.89760001  0.78226809
 -0.40007682 -0.1811225  -0.3976882   0.93317999]"
2,7,0.6998166666666665,1.0,0.9993333333333333,0.00016666666666666666,4,"[ 1.03941141e-02 -4.99448582e-01 -2.09011776e-01 -8.88278772e-01
 -4.43359483e-01 -8.15789299e-01 -9.21671211e-02 -4.99186805e-01
 -2.85047804e-01 -5.81310805e-01 -7.48407935e-01  4.22549359e-01
 -2.28175695e-01  5.03347743e-01  1.40902211e-01  4.83709790e-01
  4.34296153e-02  3.86859125e-01  7.90440172e-01 -6.54513378e-01
 -4.17886729e-01  1.14554746e-01 -8.66047583e-01 -5.97852923e-01
 -2.22018475e-01  6.03886852e-01 -9.76663101e-01  6.71152408e-01
 -1.47397026e-04  4.79774164e-01  8.99637053e-01  8.16943030e-01
 -3.82513905e-01  4.54173322e-01]"
2,8,0.6997944444444444,1.0,0.9991666666666666,0.00044444444444444447,5,"[-0.01440423 -0.5786547  -0.20058771 -0.88827877 -0.46874463 -0.8157893
 -0.09216712 -0.54614163 -0.2850478  -0.5813108  -0.74840794  0.40238577
 -0.22817569  0.50334774  0.14090221  0.52643496  0.00748833  0.38685913
  0.80739065 -0.65451338 -0.41788673  0.06449562 -0.84875353 -0.59785292
 -0.22201848  0.60388685 -0.9766631   0.67115241 -0.03678324  0.47977416
  0.94277875  0.82000214 -0.38251391  0.45417332]"
2,9,0.4990444444444443,1.0,0.9943333333333333,0.0074444444444444445,34,"[-0.16047002 -0.31884971 -0.36610012 -0.87402713  0.87272262 -0.51678213
 -0.04773145  0.82365614  0.43906648 -0.95201195 -0.40963328  0.8438392
  0.25859908 -0.56830858 -0.2571256  -0.14084034  0.7827965   0.10403493
  0.49682256 -0.67050468 -0.74757367  0.67315217  0.16782788 -0.09701193
  0.3733925  -0.810976   -0.27244726  0.12881027 -0.65898884 -0.4950795
 -1.05353087 -0.3258676  -0.00390348 -0.93194347]"
2,10,0.2467555555555555,0.7831666666666667,0.5778333333333333,0.035055555555555555,2533,"[ 0.33408052 -0.76295887 -0.96414377  0.73217667 -0.49311702 -0.74276226
  0.83274384 -0.74545872  0.11710079  0.93043059  0.85922518  0.54506707
 -0.4050432  -0.62153228  0.08787255  0.11773657 -0.33339353  0.46333915
 -0.08418426 -0.874812    0.05480967  0.67350721 -0.19501503  0.23772114
  0.08753553 -0.88086004  0.19616339 -0.83997882  0.81582113  0.90505981
 -0.2692763  -0.03624989 -0.79378542  0.85758869]"
