Generation,AverageFitness
193,3.69375
194,6.925
195,3.60625
196,0.08750000000000001
197,1.7625
198,3.765625
199,1.6781249999999999
200,0.06875
201,3.615625
202,0.059375
203,0.284375
204,0.28125
205,0.875
206,0.678125
207,0.90625
208,0.646875
209,1.984375
210,0.29375
211,0.58125
212,2.778125
213,0.8125
214,0.95625
215,0.8624999999999999
216,1.44375
217,0.6281249999999999
218,2.34375
219,1.115625
220,1.8031249999999999
221,1.725
222,3.553125
223,0.8125
224,1.425
225,1.184375
226,2.853125
227,0.7625
228,2.696875
229,0.775
230,1.328125
231,1.725
232,2.203125
233,1.721875
234,0.371875
235,1.0
236,0.6875
237,0.35625
238,2.23125
239,2.6875
240,1.046875
241,1.190625
242,6.20625
243,1.8562500000000002
244,0.2
245,1.3031249999999999
246,0.515625
247,0.825
248,0.646875
249,3.165625
250,2.821875
251,2.86875
252,2.228125
253,2.153125
254,1.784375
255,2.571875
256,0.9375
257,2.259375
258,3.559375
259,1.875
260,0.44999999999999996
261,0.88125
262,0.83125
263,3.096875
264,5.225
265,0.88125
266,0.9343750000000001
267,3.4718750000000003
268,2.703125
269,6.3687499999999995
270,2.246875
271,4.43125
272,1.003125
273,0.740625
274,2.790625
275,0.38125000000000003
276,0.9125000000000001
277,3.278125
278,1.815625
279,1.90625
280,1.796875
281,1.075
282,1.04375
283,3.89375
284,1.465625
285,1.378125
286,4.6875
287,3.3625000000000003
288,0.8375
289,0.7625
290,1.06875
291,0.846875
292,0.7375
293,1.396875
294,1.328125
295,1.5125
296,0.603125
297,1.03125
298,3.44375
299,0.6968749999999999
300,2.109375
301,2.284375
302,1.6375
303,3.534375
304,3.2781249999999997
305,2.471875
306,4.45
307,3.63125
308,0.215625
309,3.8218750000000004
310,0.425
311,0.765625
312,0.134375
313,3.95625
314,1.3187499999999999
315,1.209375
316,0.971875
317,1.91875
318,2.721875
319,2.146875
320,2.8875
321,6.175
322,5.825
323,5.2625
324,1.8625
325,4.209375
326,5.990625
327,0.546875
328,6.050000000000001
329,4.775
330,3.8781250000000003
331,3.6875
332,3.96875
333,5.20625
334,1.95
335,7.3625
336,0.39375
337,3.940625
338,2.28125
339,0.278125
340,1.83125
341,5.346875
342,2.3093749999999997
343,1.6593749999999998
344,8.990625
345,0.509375
346,1.28125
347,0.678125
348,1.29375
349,3.69375
350,0.2375
351,0.09375
352,5.059374999999999
353,0.403125
354,2.6281250000000003
355,1.225
356,0.8625
357,1.203125
358,1.559375
359,5.94375
360,0.615625
361,6.3531249999999995
362,1.1625
363,2.0625
364,1.4
365,1.421875
366,0.371875
367,1.596875
368,0.45937500000000003
369,2.009375
370,1.5
371,1.16875
372,1.434375
373,2.734375
374,2.6968750000000004
375,1.221875
376,0.921875
377,0.659375
378,1.0875
379,1.5968749999999998
380,0.546875
381,1.4625
382,1.6656250000000001
383,1.209375
384,0.88125
385,0.953125
386,0.75
387,1.403125
388,1.5625
389,0.73125
390,2.225
391,0.959375
392,0.503125
393,1.175
394,1.7218749999999998
395,1.1
396,0.5625
397,1.0718750000000001
398,0.9375
399,0.29375
400,3.178125
401,1.4125
402,1.9875
403,1.321875
404,0.25
405,2.853125
406,3.8562499999999997
407,0.209375
408,1.26875
409,0.846875
410,0.99375
411,1.046875
412,0.79375
413,0.29375
414,1.84375
415,2.7624999999999997
416,1.0625
417,1.29375
418,0.809375
419,3.021875
420,0.3375
421,0.509375
422,0.5125
423,0.8375
424,0.0125
425,2.35625
426,3.646875
427,0.315625
428,1.021875
429,1.584375
430,0.73125
431,0.18437499999999998
432,0.971875
433,0.45625
434,0.6625
435,2.0625
436,6.10625
437,2.9093750000000003
438,3.9562500000000003
439,3.840625
440,0.290625
441,2.559375
442,3.8000000000000003
443,0.509375
444,5.56875
445,3.775
446,1.90625
447,5.4375
448,3.0125
449,0.415625
450,2.665625
451,0.753125
452,0.475
453,1.046875
454,1.7718749999999999
455,1.19375
456,0.6
457,3.00625
458,1.140625
459,0.5
460,2.66875
461,0.91875
462,0.490625
463,1.546875
464,0.975
465,2.890625
466,4.728125
467,1.8375
468,2.33125
469,5.584375
470,0.371875
471,1.903125
472,1.81875
473,4.821875
474,3.384375
475,0.51875
476,4.065625
477,6.125
478,0.7125
479,6.5375
480,1.7687499999999998
481,4.95
482,1.6031250000000001
483,2.140625
484,5.496875
485,2.2218750000000003
486,4.890625
487,5.646875
488,3.546875
489,4.68125
490,2.7625
491,0.6875
492,0.8875000000000001
493,2.553125
494,1.334375
495,0.70625
496,1.309375
497,1.3968749999999999
498,1.128125
499,2.0593749999999997
500,0.990625
501,1.2125
502,1.403125
503,0.459375
504,1.31875
505,1.003125
506,1.490625
507,2.55625
508,0.25625
509,0.528125
510,0.6749999999999999
511,0.740625
512,1.3375000000000001
513,0.796875
514,0.9906250000000001
515,1.225
516,0.49374999999999997
517,1.29375
518,1.796875
519,1.76875
520,2.421875
521,1.56875
522,1.5718750000000001
523,0.85625
524,3.396875
525,2.775
526,1.1625
527,3.65
528,4.65
529,2.21875
530,1.34375
531,2.521875
532,1.96875
533,1.25
534,1.0625
535,0.55
536,0.6749999999999999
537,0.884375
538,1.196875
539,0.659375
540,0.8531249999999999
541,0.503125
542,0.584375
543,0.228125
544,0.528125
545,0.4875
546,0.5
547,0.721875
548,0.9156249999999999
549,0.7125
550,0.284375
551,0.44375
552,0.8875
553,0.321875
554,0.14375
555,0.784375
556,1.040625
557,0.446875
558,0.225
559,0.428125
560,0.8468749999999999
561,0.48125
562,3.9187499999999997
563,1.334375
564,0.990625
565,0.55625
566,1.203125
567,0.7093750000000001
568,0.84375
569,0.78125
570,1.43125
571,1.490625
572,0.371875
573,0.553125
574,1.1375
575,0.50625
576,0.775
577,1.025
578,1.284375
579,1.8312499999999998
580,2.5875
581,1.0093750000000001
582,2.103125
583,2.940625
584,1.60625
585,0.9
586,1.11875
587,1.140625
588,1.484375
589,0.7218749999999999
590,1.2625
591,0.9343750000000001
592,1.99375
593,1.2312500000000002
594,1.565625
595,0.828125
596,2.428125
597,0.94375
598,3.93125
599,5.690625
600,3.040625
601,2.2687500000000003
602,2.3375
603,3.846875
604,1.871875
605,0.61875
606,2.2468749999999997
607,2.8
608,4.571875
609,7.56875
610,0.90625
611,6.34375
612,1.06875
613,1.078125
614,3.146875
615,0.634375
616,1.546875
617,2.55
618,6.378125
619,5.259375
620,3.715625
621,0.728125
622,5.7125
623,3.153125
624,2.3125
625,1.721875
626,1.990625
627,4.246875
628,2.59375
629,0.38125000000000003
630,4.815625
631,2.6625
632,0.396875
633,4.265625
634,0.559375
635,2.5124999999999997
636,0.5593750000000001
637,0.821875
638,2.478125
639,1.8656249999999999
640,6.3031250000000005
641,0.996875
642,1.390625
643,1.5875000000000001
644,0.590625
645,2.703125
646,1.44375
647,0.809375
648,0.80625
649,4.428125
650,0.6625
651,0.78125
652,0.321875
653,1.3531250000000001
654,1.45625
655,0.559375
656,1.459375
657,1.071875
658,1.2437500000000001
659,0.321875
660,0.9
661,0.875
662,5.01875
663,1.259375
664,0.809375
665,2.396875
666,1.265625
667,1.69375
668,3.06875
669,0.81875
670,1.228125
671,6.03125
672,1.71875
673,0.9562499999999999
674,1.575
675,1.321875
676,1.8625
677,1.659375
678,1.859375
679,1.63125
680,1.984375
681,2.403125
682,1.796875
683,1.753125
684,3.359375
685,1.228125
686,0.7218749999999999
687,3.25625
688,3.853125
689,2.359375
690,2.0375
691,2.2624999999999997
692,3.275
693,0.3625
694,3.71875
695,2.3468750000000003
696,1.2625
697,1.30625
698,1.578125
699,1.9124999999999999
700,1.390625
701,1.765625
702,2.26875
703,0.7999999999999999
704,0.61875
705,1.30625
706,1.875
707,0.8093750000000001
708,0.528125
709,0.5906250000000001
710,1.559375
711,1.4125
712,0.615625
713,0.43437499999999996
714,0.0
715,0.215625
716,1.48125
717,0.0
718,1.1875
719,0.34375
720,0.246875
721,0.728125
722,0.9156249999999999
723,0.578125
724,0.265625
725,0.153125
726,2.884375
727,0.94375
728,0.2
729,0.325
730,0.46875
731,1.446875
732,0.675
733,0.2375
734,1.028125
735,1.30625
736,0.821875
737,0.134375
738,0.521875
739,1.375
740,0.6875
741,1.21875
742,0.91875
743,0.415625
744,2.2375
745,5.525
746,4.284375
747,0.265625
748,5.83125
749,0.090625
750,0.078125
751,0.08750000000000001
752,1.815625
753,0.08125
754,5.325
755,1.7625
756,6.734375
757,1.8499999999999999
758,1.884375
759,1.853125
760,3.3
761,3.6281250000000003
762,5.40625
763,0.084375
764,5.68125
765,3.66875
766,5.4906250000000005
767,0.078125
768,5.65
769,0.1375
770,3.6531249999999997
771,3.71875
772,0.059375000000000004
773,1.859375
774,1.8875
775,7.38125
776,0.103125
777,1.865625
778,7.26875
779,3.578125
780,3.74375
781,0.284375
782,0.284375
783,0.328125
784,0.35312499999999997
785,0.8562500000000001
786,0.525
787,0.484375
788,1.240625
789,0.515625
790,0.95625
791,0.153125
792,0.875
793,1.6624999999999999
794,1.95625
795,0.33125
796,4.40625
797,2.75
798,0.315625
799,0.7937500000000001
800,0.496875
801,1.346875
802,0.784375
803,1.10625
804,0.29375
805,0.6375000000000001
806,0.459375
807,0.728125
808,0.675
809,2.40625
810,0.846875
811,1.715625
812,1.1968750000000001
813,0.534375
814,1.809375
815,1.265625
816,0.709375
817,0.459375
818,2.575
819,0.8125
820,1.271875
821,3.05625
822,0.6781250000000001
823,1.409375
824,2.88125
825,0.51875
826,0.378125
827,1.0406250000000001
828,1.871875
829,1.64375
830,5.24375
831,0.375
832,4.028125
833,5.3625
834,2.134375
835,0.078125
836,0.128125
837,4.715625
838,2.009375
839,0.084375
840,1.946875
841,4.034375
842,0.075
843,3.6
844,5.546875
845,9.2375
846,9.1625
847,0.12187500000000001
848,1.825
849,5.546875
850,5.6499999999999995
851,1.8624999999999998
852,7.34375
853,0.084375
854,1.9
855,1.953125
856,3.81875
857,1.90625
858,3.721875
859,5.4875
860,3.6625
861,1.909375
862,0.05625
863,3.725
864,1.9749999999999999
865,0.059375000000000004
866,7.471875
867,0.1625
868,1.90625
869,0.0875
870,3.659375
871,1.909375
872,0.134375
873,1.8250000000000002
874,3.8375
875,3.59375
876,6.934375
877,0.071875
878,5.5125
879,0.08125
880,5.5375
881,1.896875
882,1.89375
883,1.85
884,1.975
885,3.7874999999999996
886,3.65
887,3.671875
888,1.903125
889,5.290625
890,3.8000000000000003
891,1.875
892,5.540625
893,3.109375
894,1.875
895,1.8625
896,0.078125
897,0.06875
898,3.7375000000000003
899,0.078125
900,0.071875
901,3.70625
902,0.06875
903,9.1875
904,3.428125
905,0.0875
906,5.578125
907,5.528125
908,0.09375
909,1.95
910,3.775
911,1.8875
912,0.09375
913,3.19375
914,3.715625
915,3.525
916,0.084375
917,5.61875
918,0.09375
919,0.078125
920,3.746875
921,1.796875
922,5.61875
923,7.4937499999999995
924,7.334375
925,0.0625
926,1.9749999999999999
927,3.809375
928,0.078125
929,0.078125
930,1.85625
931,9.2625
932,1.9156250000000001
933,7.38125
934,5.509375
935,0.075
936,5.64375
937,0.08125
938,3.740625
939,1.86875
940,3.63125
941,1.80625
942,1.96875
943,9.137500000000001
944,1.8093750000000002
945,1.934375
946,5.7718750000000005
947,5.409375000000001
948,1.846875
949,0.06875
950,3.8375
951,0.078125
952,5.4281250000000005
953,0.084375
954,7.3375
955,1.9
956,7.175000000000001
957,0.08125
958,9.05625
959,0.065625
960,1.825
961,1.9093749999999998
962,1.903125
963,1.9375
964,5.60625
965,0.14375
966,3.728125
967,3.70625
968,0.090625
969,5.709375
970,0.07187500000000001
971,0.090625
972,2.625
973,2.465625
974,0.34375
975,2.084375
976,0.19062500000000002
977,2.0281249999999997
978,2.30625
979,0.35
980,1.9249999999999998
981,4.290625
982,3.74375
983,3.759375
984,0.325
985,7.59375
986,2.2625
987,0.45
988,0.13125
989,3.9156250000000004
990,3.00625
991,1.946875
992,0.15
993,0.615625
994,1.6531250000000002
995,1.065625
996,0.6281249999999999
997,1.18125
998,0.7375
999,1.1624999999999999
1000,0.884375
1001,0.728125
1002,0.14375
1003,1.053125
1004,2.5625
1005,0.71875
1006,0.45
1007,2.88125
1008,1.225
1009,1.365625
1010,3.521875
1011,0.965625
1012,2.640625
1013,2.38125
1014,0.384375
1015,2.065625
1016,0.553125
1017,0.515625
1018,0.690625
1019,0.465625
1020,0.965625
1021,6.1625000000000005
1022,2.003125
1023,0.565625
1024,2.2781249999999997
1025,0.609375
1026,4.49375
1027,1.178125
1028,0.903125
1029,2.065625
1030,0.471875
1031,4.20625
1032,0.740625
1033,2.590625
1034,1.0843749999999999
1035,0.89375
1036,0.68125
1037,0.659375
1038,2.5656250000000003
1039,0.88125
1040,2.6750000000000003
1041,4.1375
1042,2.6531249999999997
1043,0.94375
1044,0.496875
1045,1.103125
1046,0.6375000000000001
1047,1.0
1048,0.31875
1049,0.590625
1050,0.934375
1051,2.2125
1052,0.6
1053,0.90625
1054,0.590625
1055,2.609375
1056,1.19375
1057,0.6625
1058,1.9781250000000001
1059,4.625
1060,1.0
1061,0.278125
1062,0.0
1063,0.9875
1064,0.43125
1065,0.9249999999999999
1066,0.690625
1067,0.23125
1068,0.04375
1069,1.3406250000000002
1070,1.9968750000000002
1071,2.040625
1072,0.30625
1073,0.98125
1074,1.1312499999999999
1075,0.5625
1076,0.734375
1077,0.203125
1078,0.1625
1079,0.690625
1080,0.7625
1081,0.496875
1082,0.9031250000000001
1083,0.984375
1084,1.15
1085,0.7375
1086,1.190625
1087,0.325
1088,0.78125
1089,0.41875
1090,2.146875
1091,1.03125
1092,1.0218749999999999
1093,0.63125
1094,0.034375
1095,2.23125
1096,1.14375
1097,2.35625
1098,1.9875
1099,1.059375
1100,0.85
1101,0.0
1102,2.28125
1103,0.659375
1104,0.8500000000000001
1105,0.84375
1106,0.265625
1107,0.9343750000000001
1108,1.1906249999999998
1109,0.3
1110,0.15
1111,0.5
1112,0.490625
1113,0.55625
1114,4.2406250000000005
1115,0.365625
1116,1.8875
1117,0.859375
1118,0.784375
1119,3.00625
1120,1.00625
1121,1.640625
1122,0.8125
1123,0.496875
1124,0.990625
1125,0.2625
1126,0.596875
1127,2.425
1128,1.115625
1129,2.240625
1130,0.9125
1131,0.671875
1132,2.596875
1133,0.928125
1134,1.096875
1135,2.803125
1136,0.9406249999999999
1137,0.125
1138,0.47500000000000003
1139,0.8250000000000001
1140,0.675
1141,0.946875
1142,0.646875
1143,2.640625
1144,0.43437499999999996
1145,0.603125
1146,0.775
1147,0.5375
1148,5.21875
1149,0.634375
1150,0.44375
1151,2.5875
1152,2.134375
1153,2.20625
1154,1.284375
1155,0.746875
1156,1.078125
1157,0.65
1158,2.1375
1159,0.678125
1160,0.484375
1161,0.265625
1162,0.421875
1163,1.346875
1164,1.071875
1165,4.38125
1166,0.9937499999999999
1167,0.253125
1168,0.8875000000000001
1169,0.134375
1170,0.346875
1171,1.19375
1172,0.571875
1173,0.78125
1174,0.865625
1175,0.015625
1176,0.5968749999999999
1177,1.075
1178,1.171875
1179,0.98125
1180,0.6687500000000001
1181,0.678125
1182,0.425
1183,0.05
1184,1.146875
1185,0.996875
1186,1.20625
1187,1.225
1188,0.0
1189,0.940625
1190,1.4125
1191,0.303125
1192,0.037500000000000006
1193,0.984375
1194,1.45
1195,0.51875
1196,0.6125
1197,1.08125
1198,0.1875
1199,0.64375
1200,0.98125
1201,1.309375
1202,0.55
1203,1.2218749999999998
1204,0.24375
1205,0.515625
1206,1.159375
1207,0.7
1208,0.19375
1209,0.534375
1210,0.803125
1211,1.4125
1212,0.35
1213,0.515625
1214,1.090625
1215,2.4499999999999997
1216,0.4875
1217,0.878125
1218,0.19062500000000002
1219,0.728125
1220,2.309375
1221,1.184375
1222,0.315625
1223,0.625
1224,1.04375
1225,0.0
1226,0.465625
1227,0.8125
1228,0.859375
1229,0.653125
1230,0.215625
1231,0.6375
1232,0.315625
1233,0.15
1234,0.33125
1235,0.14375
1236,0.4625
1237,0.0
1238,0.853125
1239,0.5531250000000001
1240,0.740625
1241,0.0
1242,2.003125
1243,0.0
1244,0.18125
1245,0.6
1246,0.25625
1247,0.521875
1248,0.671875
1249,0.9249999999999999
1250,0.128125
1251,0.446875
1252,0.721875
1253,0.671875
1254,1.86875
1255,0.7375
1256,0.190625
1257,0.0
1258,0.009375
1259,0.925
1260,0.384375
1261,0.70625
1262,0.36875
1263,0.634375
1264,1.16875
1265,1.16875
1266,0.609375
1267,0.903125
1268,0.34687500000000004
1269,0.36875
1270,0.390625
1271,1.34375
1272,0.234375
1273,1.2625
1274,0.55625
1275,0.934375
1276,1.48125
1277,0.2
1278,0.94375
1279,1.084375
1280,0.7
1281,0.65625
1282,0.634375
1283,0.7093750000000001
1284,0.8125
1285,0.61875
1286,0.565625
1287,2.89375
1288,0.725
1289,0.425
1290,1.490625
1291,1.234375
1292,1.421875
1293,1.13125
1294,0.978125
1295,3.553125
1296,0.9125
1297,2.271875
1298,0.8125
1299,0.75625
1300,1.059375
1301,0.98125
1302,0.7625
1303,0.940625
1304,0.9874999999999999
1305,1.125
1306,0.925
1307,0.7875
1308,0.490625
1309,1.403125
1310,0.3625
1311,0.7875
1312,0.63125
1313,0.88125
1314,0.975
1315,1.296875
1316,1.5999999999999999
1317,0.36875
1318,4.2875
1319,6.75
1320,0.68125
1321,0.6875
1322,1.0
1323,3.8781250000000003
1324,0.459375
1325,0.64375
1326,2.10625
1327,0.696875
1328,2.21875
1329,0.0875
1330,0.35312499999999997
1331,0.428125
1332,0.934375
1333,1.39375
1334,0.634375
1335,2.690625
1336,2.95625
1337,0.5
1338,0.696875
1339,0.634375
1340,1.2875
1341,2.446875
1342,1.8531250000000001
1343,0.21875
1344,3.865625
1345,2.059375
1346,0.546875
1347,2.1
1348,1.890625
1349,3.94375
