Geração,FitnessMédio
1,7.869697181449961
2,7.639900240137089
3,6.643712944495229
4,7.484596514848694
5,5.875038462873008
6,7.386036350889736
7,5.849834696574365
8,2.13724412457356
9,8.629611032811793
10,8.478078106422954
11,7.661564526770648
12,6.150131054359758
13,6.534748060598104
14,7.489187140298805
15,5.473724722643071
16,4.542093357899888
17,7.430735899078462
18,5.024975254585098
19,4.0319162467819165
20,5.982063919394048
21,5.499107358186351
22,6.524350282128827
23,4.202345190967103
24,6.519466414100303
25,6.732850678031136
26,3.744710228401001
27,5.696574856252312
28,7.647346864470142
29,6.368804458937354
30,2.92682394422367
31,3.9704880626715275
32,7.107909370262965
33,7.887140669779661
34,4.970281864053093
35,2.8342029940543494
36,5.867587668421837
37,5.813424935926756
38,3.904276831473718
39,5.563718106003226
40,8.43028677729975
41,5.933205540552297
42,4.449405922479763
43,5.530892725750826
44,5.869809613481727
45,7.2026389183868185
46,6.296900853828679
47,6.991644756166783
48,5.646450101417478
49,5.2205578275710005
50,8.312181348752421
51,5.7260486644498405
52,6.986314710034492
53,7.094112205226983
54,6.100455851550182
55,6.324148132763589
56,5.061105456195933
57,7.955473421535341
58,6.2959699959862885
59,6.144880210539927
60,6.599688012499948
61,7.953107262912929
62,7.018660258155631
63,5.735862909920645
64,4.653309335001974
65,3.7740796236417755
66,7.181027201240393
67,6.675115622356477
68,6.010993799327073
69,7.529851005126443
70,7.455732247239394
71,4.521018841121269
72,7.973834019027552
73,7.315910490787377
74,7.671291084648387
75,6.737154935224578
76,5.0565052333597915
77,4.560850880347506
78,7.7504841320785545
79,5.768671433002694
80,6.579142769035461
81,6.077682738240764
82,7.377493861040658
83,5.816449732562576
84,8.558085640190216
85,7.284164296214058
86,4.827213493774311
87,5.279987352823301
88,6.313091410203207
89,6.2220912228607315
90,4.704769732990645
91,5.6460784692501
92,8.317101433238916
93,4.121026433229661
94,7.8376742005479665
95,7.081430475546127
96,4.914443215987449
97,5.278345422911877
98,6.894149594144066
99,5.997599042500879
100,6.640363795288083
101,3.1128172697632706
102,5.4581259753858316
103,5.445184637676578
104,7.157153105112856
105,6.452523951017614
106,6.272420859128351
107,6.880012616924714
108,3.4976979793057072
109,5.128651927550489
110,7.665784921327496
111,7.576630949901642
112,7.254660476340216
113,5.646002051133077
114,6.533409546970744
115,5.597707345412569
116,7.378619570019485
117,5.683750328975116
118,4.39115769786741
119,7.339086844224274
120,8.312886410865719
121,4.4569419592801
122,6.878218187693519
123,8.156361954415413
